13:11:30.809 [Hungry-Philosopher-1; Meals=0]: I'm alive!
13:12:02.698 [Hungry-Philosopher-1; Meals=231]: Mediating for 5 ms
13:12:02.702 [Hungry-Philosopher-3; Meals=230]: Waiting for 2 forks...
13:12:02.702 [Hungry-Philosopher-5; Meals=230]: Eating for 1 ms
13:12:02.703 [Hungry-Philosopher-2; Meals=230]: Waiting for a nice seat...
13:12:02.704 [Hungry-Philosopher-4; Meals=228]: Waiting for a nice seat...
13:12:02.711 [Hungry-Philosopher-3; Meals=230]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:02.712 [Hungry-Philosopher-5; Meals=230]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:02.713 [Hungry-Philosopher-1; Meals=231]: Sleeping for 10 ms
13:12:02.714 [Hungry-Philosopher-2; Meals=230]: Found a nice seat (Chair-2)
13:12:02.721 [Hungry-Philosopher-3; Meals=231]: Eating for 1 ms
13:12:02.721 [Hungry-Philosopher-4; Meals=228]: Found a nice seat (Chair-5)
13:12:02.725 [Hungry-Philosopher-5; Meals=230]: Stand up from seat (Chair-1)
13:12:02.731 [Hungry-Philosopher-4; Meals=228]: Waiting for 2 forks...
13:12:02.732 [Hungry-Philosopher-2; Meals=230]: Waiting for 2 forks...
13:12:02.733 [Hungry-Philosopher-3; Meals=231]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:02.737 [Hungry-Philosopher-5; Meals=230]: Mediating for 5 ms
13:12:02.742 [Hungry-Philosopher-1; Meals=231]: Waiting for a nice seat...
13:12:02.744 [Hungry-Philosopher-2; Meals=230]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:02.744 [Hungry-Philosopher-3; Meals=231]: Stand up from seat (Chair-4)
13:12:02.744 [Hungry-Philosopher-4; Meals=228]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:02.753 [Hungry-Philosopher-1; Meals=231]: Found a nice seat (Chair-3)
13:12:02.754 [Hungry-Philosopher-2; Meals=231]: Eating for 1 ms
13:12:02.754 [Hungry-Philosopher-4; Meals=229]: Eating for 1 ms
13:12:02.759 [Hungry-Philosopher-5; Meals=230]: Waiting for a nice seat...
13:12:02.764 [Hungry-Philosopher-3; Meals=231]: Mediating for 5 ms
13:12:02.765 [Hungry-Philosopher-1; Meals=231]: Waiting for 2 forks...
13:12:02.765 [Hungry-Philosopher-4; Meals=229]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:02.772 [Hungry-Philosopher-2; Meals=231]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:02.772 [Hungry-Philosopher-5; Meals=230]: Found a nice seat (Chair-1)
13:12:02.777 [Hungry-Philosopher-4; Meals=229]: Stand up from seat (Chair-5)
13:12:02.783 [Hungry-Philosopher-1; Meals=231]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:02.783 [Hungry-Philosopher-2; Meals=231]: Stand up from seat (Chair-2)
13:12:02.787 [Hungry-Philosopher-4; Meals=229]: Mediating for 5 ms
13:12:02.792 [Hungry-Philosopher-3; Meals=231]: Sleeping for 10 ms
13:12:02.795 [Hungry-Philosopher-5; Meals=230]: Waiting for 2 forks...
13:12:02.796 [Hungry-Philosopher-2; Meals=231]: Mediating for 5 ms
13:12:02.804 [Hungry-Philosopher-1; Meals=232]: Eating for 1 ms
13:12:02.805 [Hungry-Philosopher-4; Meals=229]: Waiting for a nice seat...
13:12:02.811 [Hungry-Philosopher-5; Meals=230]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:02.815 [Hungry-Philosopher-4; Meals=229]: Found a nice seat (Chair-4)
13:12:02.816 [Hungry-Philosopher-2; Meals=231]: Sleeping for 10 ms
13:12:02.821 [Hungry-Philosopher-1; Meals=232]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:02.822 [Hungry-Philosopher-3; Meals=231]: Waiting for a nice seat...
13:12:02.825 [Hungry-Philosopher-4; Meals=229]: Waiting for 2 forks...
13:12:02.826 [Hungry-Philosopher-5; Meals=231]: Eating for 1 ms
13:12:02.836 [Hungry-Philosopher-1; Meals=232]: Stand up from seat (Chair-3)
13:12:02.836 [Hungry-Philosopher-3; Meals=231]: Found a nice seat (Chair-5)
13:12:02.842 [Hungry-Philosopher-4; Meals=229]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:02.846 [Hungry-Philosopher-1; Meals=232]: Mediating for 5 ms
13:12:02.846 [Hungry-Philosopher-2; Meals=231]: Waiting for a nice seat...
13:12:02.854 [Hungry-Philosopher-3; Meals=231]: Waiting for 2 forks...
13:12:02.854 [Hungry-Philosopher-5; Meals=231]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:02.857 [Hungry-Philosopher-2; Meals=231]: Found a nice seat (Chair-2)
13:12:02.858 [Hungry-Philosopher-4; Meals=230]: Eating for 1 ms
13:12:02.862 [Hungry-Philosopher-1; Meals=232]: Waiting for a nice seat...
13:12:02.871 [Hungry-Philosopher-5; Meals=231]: Stand up from seat (Chair-1)
13:12:02.875 [Hungry-Philosopher-2; Meals=231]: Waiting for 2 forks...
13:12:02.877 [Hungry-Philosopher-1; Meals=232]: Found a nice seat (Chair-3)
13:12:02.881 [Hungry-Philosopher-4; Meals=230]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:02.887 [Hungry-Philosopher-1; Meals=232]: Waiting for 2 forks...
13:12:02.887 [Hungry-Philosopher-5; Meals=231]: Mediating for 5 ms
13:12:02.889 [Hungry-Philosopher-2; Meals=231]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:02.898 [Hungry-Philosopher-3; Meals=231]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:02.898 [Hungry-Philosopher-4; Meals=230]: Stand up from seat (Chair-4)
13:12:02.906 [Hungry-Philosopher-5; Meals=231]: Sleeping for 10 ms
13:12:02.908 [Hungry-Philosopher-4; Meals=230]: Mediating for 5 ms
13:12:02.910 [Hungry-Philosopher-2; Meals=232]: Eating for 1 ms
13:12:02.917 [Hungry-Philosopher-3; Meals=232]: Eating for 1 ms
13:12:02.923 [Hungry-Philosopher-4; Meals=230]: Waiting for a nice seat...
13:12:02.930 [Hungry-Philosopher-2; Meals=232]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:02.931 [Hungry-Philosopher-3; Meals=232]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:02.934 [Hungry-Philosopher-5; Meals=231]: Waiting for a nice seat...
13:12:02.935 [Hungry-Philosopher-4; Meals=230]: Found a nice seat (Chair-1)
13:12:02.946 [Hungry-Philosopher-3; Meals=232]: Stand up from seat (Chair-5)
13:12:02.946 [Hungry-Philosopher-5; Meals=231]: Found a nice seat (Chair-4)
13:12:02.947 [Hungry-Philosopher-1; Meals=232]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:02.948 [Hungry-Philosopher-2; Meals=232]: Stand up from seat (Chair-2)
13:12:02.957 [Hungry-Philosopher-3; Meals=232]: Mediating for 5 ms
13:12:02.957 [Hungry-Philosopher-4; Meals=230]: Waiting for 2 forks...
13:12:02.957 [Hungry-Philosopher-5; Meals=231]: Waiting for 2 forks...
13:12:02.958 [Hungry-Philosopher-1; Meals=233]: Eating for 1 ms
13:12:02.966 [Hungry-Philosopher-2; Meals=232]: Mediating for 5 ms
13:12:02.968 [Hungry-Philosopher-4; Meals=230]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:02.974 [Hungry-Philosopher-3; Meals=232]: Waiting for a nice seat...
13:12:02.982 [Hungry-Philosopher-1; Meals=233]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:02.982 [Hungry-Philosopher-4; Meals=231]: Eating for 1 ms
13:12:02.986 [Hungry-Philosopher-3; Meals=232]: Found a nice seat (Chair-5)
13:12:02.993 [Hungry-Philosopher-1; Meals=233]: Stand up from seat (Chair-3)
13:12:02.993 [Hungry-Philosopher-2; Meals=232]: Waiting for a nice seat...
13:12:02.993 [Hungry-Philosopher-5; Meals=231]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:02.995 [Hungry-Philosopher-4; Meals=231]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:02.997 [Hungry-Philosopher-3; Meals=232]: Waiting for 2 forks...
13:12:03.003 [Hungry-Philosopher-5; Meals=232]: Eating for 1 ms
13:12:03.008 [Hungry-Philosopher-2; Meals=232]: Found a nice seat (Chair-2)
13:12:03.010 [Hungry-Philosopher-4; Meals=231]: Stand up from seat (Chair-1)
13:12:03.011 [Hungry-Philosopher-1; Meals=233]: Mediating for 5 ms
13:12:03.015 [Hungry-Philosopher-5; Meals=232]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:03.020 [Hungry-Philosopher-2; Meals=232]: Waiting for 2 forks...
13:12:03.020 [Hungry-Philosopher-4; Meals=231]: Mediating for 5 ms
13:12:03.029 [Hungry-Philosopher-3; Meals=232]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:03.029 [Hungry-Philosopher-5; Meals=232]: Stand up from seat (Chair-4)
13:12:03.032 [Hungry-Philosopher-2; Meals=232]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:03.034 [Hungry-Philosopher-1; Meals=233]: Waiting for a nice seat...
13:12:03.039 [Hungry-Philosopher-3; Meals=233]: Eating for 1 ms
13:12:03.039 [Hungry-Philosopher-4; Meals=231]: Sleeping for 10 ms
13:12:03.043 [Hungry-Philosopher-2; Meals=233]: Eating for 1 ms
13:12:03.045 [Hungry-Philosopher-5; Meals=232]: Mediating for 5 ms
13:12:03.047 [Hungry-Philosopher-1; Meals=233]: Found a nice seat (Chair-3)
13:12:03.052 [Hungry-Philosopher-3; Meals=233]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:03.056 [Hungry-Philosopher-2; Meals=233]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:03.058 [Hungry-Philosopher-1; Meals=233]: Waiting for 2 forks...
13:12:03.062 [Hungry-Philosopher-5; Meals=232]: Waiting for a nice seat...
13:12:03.063 [Hungry-Philosopher-3; Meals=233]: Stand up from seat (Chair-5)
13:12:03.063 [Hungry-Philosopher-4; Meals=231]: Waiting for a nice seat...
13:12:03.066 [Hungry-Philosopher-2; Meals=233]: Stand up from seat (Chair-2)
13:12:03.075 [Hungry-Philosopher-1; Meals=233]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:03.075 [Hungry-Philosopher-4; Meals=231]: Found a nice seat (Chair-1)
13:12:03.076 [Hungry-Philosopher-5; Meals=232]: Found a nice seat (Chair-4)
13:12:03.079 [Hungry-Philosopher-3; Meals=233]: Mediating for 5 ms
13:12:03.080 [Hungry-Philosopher-2; Meals=233]: Mediating for 5 ms
13:12:03.085 [Hungry-Philosopher-1; Meals=234]: Eating for 1 ms
13:12:03.086 [Hungry-Philosopher-4; Meals=231]: Waiting for 2 forks...
13:12:03.087 [Hungry-Philosopher-5; Meals=232]: Waiting for 2 forks...
13:12:03.095 [Hungry-Philosopher-1; Meals=234]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:03.098 [Hungry-Philosopher-4; Meals=231]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:03.100 [Hungry-Philosopher-2; Meals=233]: Waiting for a nice seat...
13:12:03.101 [Hungry-Philosopher-3; Meals=233]: Waiting for a nice seat...
13:12:03.108 [Hungry-Philosopher-1; Meals=234]: Stand up from seat (Chair-3)
13:12:03.108 [Hungry-Philosopher-5; Meals=232]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:03.112 [Hungry-Philosopher-4; Meals=232]: Eating for 1 ms
13:12:03.117 [Hungry-Philosopher-2; Meals=233]: Found a nice seat (Chair-5)
13:12:03.119 [Hungry-Philosopher-3; Meals=233]: Found a nice seat (Chair-2)
13:12:03.119 [Hungry-Philosopher-5; Meals=233]: Eating for 1 ms
13:12:03.123 [Hungry-Philosopher-1; Meals=234]: Mediating for 5 ms
13:12:03.128 [Hungry-Philosopher-2; Meals=233]: Waiting for 2 forks...
13:12:03.128 [Hungry-Philosopher-3; Meals=233]: Waiting for 2 forks...
13:12:03.129 [Hungry-Philosopher-4; Meals=232]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:03.134 [Hungry-Philosopher-5; Meals=233]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:03.141 [Hungry-Philosopher-4; Meals=232]: Stand up from seat (Chair-1)
13:12:03.142 [Hungry-Philosopher-3; Meals=233]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:03.145 [Hungry-Philosopher-2; Meals=233]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:03.145 [Hungry-Philosopher-5; Meals=233]: Stand up from seat (Chair-4)
13:12:03.146 [Hungry-Philosopher-1; Meals=234]: Sleeping for 10 ms
13:12:03.152 [Hungry-Philosopher-4; Meals=232]: Mediating for 5 ms
13:12:03.153 [Hungry-Philosopher-3; Meals=234]: Eating for 1 ms
13:12:03.155 [Hungry-Philosopher-5; Meals=233]: Mediating for 5 ms
13:12:03.164 [Hungry-Philosopher-2; Meals=234]: Eating for 1 ms
13:12:03.166 [Hungry-Philosopher-3; Meals=234]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:03.170 [Hungry-Philosopher-4; Meals=232]: Waiting for a nice seat...
13:12:03.173 [Hungry-Philosopher-5; Meals=233]: Waiting for a nice seat...
13:12:03.175 [Hungry-Philosopher-1; Meals=234]: Waiting for a nice seat...
13:12:03.176 [Hungry-Philosopher-3; Meals=234]: Stand up from seat (Chair-2)
13:12:03.177 [Hungry-Philosopher-2; Meals=234]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:03.187 [Hungry-Philosopher-4; Meals=232]: Found a nice seat (Chair-3)
13:12:03.187 [Hungry-Philosopher-5; Meals=233]: Found a nice seat (Chair-1)
13:12:03.188 [Hungry-Philosopher-1; Meals=234]: Found a nice seat (Chair-4)
13:12:03.190 [Hungry-Philosopher-3; Meals=234]: Mediating for 5 ms
13:12:03.191 [Hungry-Philosopher-2; Meals=234]: Stand up from seat (Chair-5)
13:12:03.197 [Hungry-Philosopher-5; Meals=233]: Waiting for 2 forks...
13:12:03.199 [Hungry-Philosopher-4; Meals=232]: Waiting for 2 forks...
13:12:03.202 [Hungry-Philosopher-1; Meals=234]: Waiting for 2 forks...
13:12:03.207 [Hungry-Philosopher-2; Meals=234]: Mediating for 5 ms
13:12:03.207 [Hungry-Philosopher-5; Meals=233]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:03.210 [Hungry-Philosopher-4; Meals=232]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:03.213 [Hungry-Philosopher-3; Meals=234]: Sleeping for 10 ms
13:12:03.217 [Hungry-Philosopher-5; Meals=234]: Eating for 1 ms
13:12:03.221 [Hungry-Philosopher-4; Meals=233]: Eating for 1 ms
13:12:03.224 [Hungry-Philosopher-2; Meals=234]: Sleeping for 10 ms
13:12:03.230 [Hungry-Philosopher-5; Meals=234]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:03.232 [Hungry-Philosopher-4; Meals=233]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:03.238 [Hungry-Philosopher-3; Meals=234]: Waiting for a nice seat...
13:12:03.241 [Hungry-Philosopher-5; Meals=234]: Stand up from seat (Chair-1)
13:12:03.244 [Hungry-Philosopher-1; Meals=234]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:03.244 [Hungry-Philosopher-4; Meals=233]: Stand up from seat (Chair-3)
13:12:03.250 [Hungry-Philosopher-2; Meals=234]: Waiting for a nice seat...
13:12:03.251 [Hungry-Philosopher-3; Meals=234]: Found a nice seat (Chair-2)
13:12:03.254 [Hungry-Philosopher-1; Meals=235]: Eating for 1 ms
13:12:03.255 [Hungry-Philosopher-5; Meals=234]: Mediating for 5 ms
13:12:03.261 [Hungry-Philosopher-4; Meals=233]: Mediating for 5 ms
13:12:03.262 [Hungry-Philosopher-3; Meals=234]: Waiting for 2 forks...
13:12:03.263 [Hungry-Philosopher-2; Meals=234]: Found a nice seat (Chair-5)
13:12:03.265 [Hungry-Philosopher-1; Meals=235]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:03.272 [Hungry-Philosopher-2; Meals=234]: Waiting for 2 forks...
13:12:03.273 [Hungry-Philosopher-3; Meals=234]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:03.276 [Hungry-Philosopher-1; Meals=235]: Stand up from seat (Chair-4)
13:12:03.277 [Hungry-Philosopher-4; Meals=233]: Waiting for a nice seat...
13:12:03.278 [Hungry-Philosopher-5; Meals=234]: Sleeping for 10 ms
13:12:03.284 [Hungry-Philosopher-3; Meals=235]: Eating for 1 ms
13:12:03.285 [Hungry-Philosopher-2; Meals=234]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:03.286 [Hungry-Philosopher-1; Meals=235]: Mediating for 5 ms
13:12:03.288 [Hungry-Philosopher-4; Meals=233]: Found a nice seat (Chair-1)
13:12:03.296 [Hungry-Philosopher-2; Meals=235]: Eating for 1 ms
13:12:03.297 [Hungry-Philosopher-3; Meals=235]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:03.302 [Hungry-Philosopher-4; Meals=233]: Waiting for 2 forks...
13:12:03.304 [Hungry-Philosopher-1; Meals=235]: Waiting for a nice seat...
13:12:03.306 [Hungry-Philosopher-5; Meals=234]: Waiting for a nice seat...
13:12:03.308 [Hungry-Philosopher-3; Meals=235]: Stand up from seat (Chair-2)
13:12:03.313 [Hungry-Philosopher-2; Meals=235]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:03.315 [Hungry-Philosopher-1; Meals=235]: Found a nice seat (Chair-3)
13:12:03.318 [Hungry-Philosopher-5; Meals=234]: Found a nice seat (Chair-4)
13:12:03.324 [Hungry-Philosopher-1; Meals=235]: Waiting for 2 forks...
13:12:03.324 [Hungry-Philosopher-3; Meals=235]: Mediating for 5 ms
13:12:03.325 [Hungry-Philosopher-2; Meals=235]: Stand up from seat (Chair-5)
13:12:03.325 [Hungry-Philosopher-4; Meals=233]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:03.334 [Hungry-Philosopher-1; Meals=235]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:03.334 [Hungry-Philosopher-4; Meals=234]: Eating for 1 ms
13:12:03.335 [Hungry-Philosopher-5; Meals=234]: Waiting for 2 forks...
13:12:03.338 [Hungry-Philosopher-2; Meals=235]: Mediating for 5 ms
13:12:03.344 [Hungry-Philosopher-1; Meals=236]: Eating for 1 ms
13:12:03.344 [Hungry-Philosopher-3; Meals=235]: Waiting for a nice seat...
13:12:03.345 [Hungry-Philosopher-4; Meals=234]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:03.354 [Hungry-Philosopher-3; Meals=235]: Found a nice seat (Chair-2)
13:12:03.356 [Hungry-Philosopher-1; Meals=236]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:03.359 [Hungry-Philosopher-4; Meals=234]: Stand up from seat (Chair-1)
13:12:03.361 [Hungry-Philosopher-2; Meals=235]: Waiting for a nice seat...
13:12:03.366 [Hungry-Philosopher-3; Meals=235]: Waiting for 2 forks...
13:12:03.370 [Hungry-Philosopher-1; Meals=236]: Stand up from seat (Chair-3)
13:12:03.370 [Hungry-Philosopher-5; Meals=234]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:03.375 [Hungry-Philosopher-4; Meals=234]: Mediating for 5 ms
13:12:03.378 [Hungry-Philosopher-3; Meals=235]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:03.381 [Hungry-Philosopher-2; Meals=235]: Found a nice seat (Chair-5)
13:12:03.387 [Hungry-Philosopher-1; Meals=236]: Mediating for 5 ms
13:12:03.391 [Hungry-Philosopher-3; Meals=236]: Eating for 1 ms
13:12:03.392 [Hungry-Philosopher-5; Meals=235]: Eating for 1 ms
13:12:03.397 [Hungry-Philosopher-2; Meals=235]: Waiting for 2 forks...
13:12:03.399 [Hungry-Philosopher-4; Meals=234]: Sleeping for 10 ms
13:12:03.403 [Hungry-Philosopher-3; Meals=236]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:03.404 [Hungry-Philosopher-1; Meals=236]: Waiting for a nice seat...
13:12:03.414 [Hungry-Philosopher-5; Meals=235]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:03.418 [Hungry-Philosopher-3; Meals=236]: Stand up from seat (Chair-2)
13:12:03.419 [Hungry-Philosopher-1; Meals=236]: Found a nice seat (Chair-1)
13:12:03.430 [Hungry-Philosopher-4; Meals=234]: Waiting for a nice seat...
13:12:03.433 [Hungry-Philosopher-3; Meals=236]: Mediating for 5 ms
13:12:03.434 [Hungry-Philosopher-2; Meals=235]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:03.434 [Hungry-Philosopher-5; Meals=235]: Stand up from seat (Chair-4)
13:12:03.441 [Hungry-Philosopher-4; Meals=234]: Found a nice seat (Chair-3)
13:12:03.444 [Hungry-Philosopher-1; Meals=236]: Waiting for 2 forks...
13:12:03.444 [Hungry-Philosopher-2; Meals=236]: Eating for 1 ms
13:12:03.453 [Hungry-Philosopher-4; Meals=234]: Waiting for 2 forks...
13:12:03.453 [Hungry-Philosopher-5; Meals=235]: Mediating for 5 ms
13:12:03.462 [Hungry-Philosopher-3; Meals=236]: Waiting for a nice seat...
13:12:03.462 [Hungry-Philosopher-4; Meals=234]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:03.463 [Hungry-Philosopher-2; Meals=236]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:03.467 [Hungry-Philosopher-5; Meals=235]: Waiting for a nice seat...
13:12:03.479 [Hungry-Philosopher-3; Meals=236]: Found a nice seat (Chair-2)
13:12:03.481 [Hungry-Philosopher-4; Meals=235]: Eating for 1 ms
13:12:03.483 [Hungry-Philosopher-1; Meals=236]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:03.483 [Hungry-Philosopher-2; Meals=236]: Stand up from seat (Chair-5)
13:12:03.487 [Hungry-Philosopher-5; Meals=235]: Found a nice seat (Chair-4)
13:12:03.492 [Hungry-Philosopher-3; Meals=236]: Waiting for 2 forks...
13:12:03.492 [Hungry-Philosopher-4; Meals=235]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:03.493 [Hungry-Philosopher-1; Meals=237]: Eating for 1 ms
13:12:03.502 [Hungry-Philosopher-2; Meals=236]: Mediating for 5 ms
13:12:03.503 [Hungry-Philosopher-5; Meals=235]: Waiting for 2 forks...
13:12:03.507 [Hungry-Philosopher-4; Meals=235]: Stand up from seat (Chair-3)
13:12:03.513 [Hungry-Philosopher-5; Meals=235]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:03.514 [Hungry-Philosopher-1; Meals=237]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:03.524 [Hungry-Philosopher-2; Meals=236]: Waiting for a nice seat...
13:12:03.526 [Hungry-Philosopher-4; Meals=235]: Mediating for 5 ms
13:12:03.526 [Hungry-Philosopher-5; Meals=236]: Eating for 1 ms
13:12:03.537 [Hungry-Philosopher-1; Meals=237]: Stand up from seat (Chair-1)
13:12:03.537 [Hungry-Philosopher-2; Meals=236]: Found a nice seat (Chair-5)
13:12:03.537 [Hungry-Philosopher-3; Meals=236]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:03.542 [Hungry-Philosopher-4; Meals=235]: Waiting for a nice seat...
13:12:03.547 [Hungry-Philosopher-1; Meals=237]: Mediating for 5 ms
13:12:03.547 [Hungry-Philosopher-2; Meals=236]: Waiting for 2 forks...
13:12:03.548 [Hungry-Philosopher-5; Meals=236]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:03.554 [Hungry-Philosopher-3; Meals=237]: Eating for 1 ms
13:12:03.555 [Hungry-Philosopher-4; Meals=235]: Found a nice seat (Chair-3)
13:12:03.561 [Hungry-Philosopher-2; Meals=236]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:03.561 [Hungry-Philosopher-5; Meals=236]: Stand up from seat (Chair-4)
13:12:03.565 [Hungry-Philosopher-1; Meals=237]: Sleeping for 10 ms
13:12:03.568 [Hungry-Philosopher-4; Meals=235]: Waiting for 2 forks...
13:12:03.571 [Hungry-Philosopher-3; Meals=237]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:03.572 [Hungry-Philosopher-5; Meals=236]: Mediating for 5 ms
13:12:03.577 [Hungry-Philosopher-2; Meals=237]: Eating for 1 ms
13:12:03.584 [Hungry-Philosopher-3; Meals=237]: Stand up from seat (Chair-2)
13:12:03.584 [Hungry-Philosopher-4; Meals=235]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:03.588 [Hungry-Philosopher-5; Meals=236]: Waiting for a nice seat...
13:12:03.589 [Hungry-Philosopher-1; Meals=237]: Waiting for a nice seat...
13:12:03.589 [Hungry-Philosopher-2; Meals=237]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:03.594 [Hungry-Philosopher-4; Meals=236]: Eating for 1 ms
13:12:03.599 [Hungry-Philosopher-3; Meals=237]: Mediating for 5 ms
13:12:03.600 [Hungry-Philosopher-1; Meals=237]: Found a nice seat (Chair-4)
13:12:03.600 [Hungry-Philosopher-5; Meals=236]: Found a nice seat (Chair-1)
13:12:03.607 [Hungry-Philosopher-2; Meals=237]: Stand up from seat (Chair-5)
13:12:03.611 [Hungry-Philosopher-4; Meals=236]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:03.611 [Hungry-Philosopher-5; Meals=236]: Waiting for 2 forks...
13:12:03.613 [Hungry-Philosopher-1; Meals=237]: Waiting for 2 forks...
13:12:03.618 [Hungry-Philosopher-3; Meals=237]: Sleeping for 10 ms
13:12:03.619 [Hungry-Philosopher-2; Meals=237]: Mediating for 5 ms
13:12:03.623 [Hungry-Philosopher-4; Meals=236]: Stand up from seat (Chair-3)
13:12:03.623 [Hungry-Philosopher-5; Meals=236]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:03.630 [Hungry-Philosopher-1; Meals=237]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:03.633 [Hungry-Philosopher-4; Meals=236]: Mediating for 5 ms
13:12:03.633 [Hungry-Philosopher-5; Meals=237]: Eating for 1 ms
13:12:03.635 [Hungry-Philosopher-2; Meals=237]: Sleeping for 10 ms
