12:51:22.096 [Philosopher-2; Meals=0]: I'm alive!
12:52:10.269 [Philosopher-9; Meals=2]: Release my fork (Fork-5 from Chair-5)
12:52:10.383 [Philosopher-24; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:52:10.452 [Philosopher-16; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:52:10.452 [Philosopher-49; Meals=2]: Eating for 1 ms
12:52:10.453 [Philosopher-32; Meals=2]: Stand up from seat (Chair-3)
12:52:10.453 [Philosopher-37; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:52:10.657 [Philosopher-16; Meals=0]: Release my fork (Fork-6 from Chair-6)
12:52:10.657 [Philosopher-17; Meals=2]: Picked up fork (Fork-2 from Chair-2)
12:52:10.770 [Philosopher-24; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:52:11.010 [Philosopher-32; Meals=2]: Mediating for 5 ms
12:52:11.011 [Philosopher-21; Meals=2]: Found a nice seat (Chair-3)
12:52:11.012 [Philosopher-49; Meals=2]: Release my fork (Fork-8 from Chair-8)
12:52:11.076 [Philosopher-17; Meals=2]: Picked up fork (Fork-1 from Chair-1)
12:52:11.241 [Philosopher-24; Meals=1]: Stand up from seat (Chair-10)
12:52:11.313 [Philosopher-21; Meals=2]: Waiting for 2 forks...
12:52:11.319 [Philosopher-32; Meals=2]: Waiting for a nice seat...
12:52:11.451 [Philosopher-49; Meals=2]: Release my fork (Fork-7 from Chair-7)
12:52:11.481 [Philosopher-17; Meals=2]: Found 2 forks! :D
12:52:11.484 [Philosopher-24; Meals=1]: Mediating for 5 ms
12:52:11.486 [Philosopher-1; Meals=1]: Found a nice seat (Chair-10)
12:52:11.710 [Philosopher-49; Meals=2]: Stand up from seat (Chair-8)
12:52:11.711 [Philosopher-21; Meals=2]: Picked up fork (Fork-3 from Chair-3)
12:52:11.820 [Philosopher-17; Meals=3]: Eating for 1 ms
12:52:11.826 [Philosopher-1; Meals=1]: Waiting for 2 forks...
12:52:11.827 [Philosopher-21; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:52:11.836 [Philosopher-24; Meals=1]: Waiting for a nice seat...
12:52:11.950 [Philosopher-30; Meals=2]: Picked up fork (Fork-9 from Chair-9)
12:52:11.951 [Philosopher-17; Meals=3]: Release my fork (Fork-1 from Chair-1)
12:52:12.174 [Philosopher-10; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:52:12.262 [Philosopher-49; Meals=2]: Mediating for 5 ms
12:52:12.369 [Philosopher-30; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:52:12.373 [Philosopher-10; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:52:12.376 [Philosopher-43; Meals=2]: Found a nice seat (Chair-8)
12:52:12.399 [Philosopher-17; Meals=3]: Release my fork (Fork-2 from Chair-2)
12:52:12.399 [Philosopher-40; Meals=2]: Picked up fork (Fork-7 from Chair-7)
12:52:12.567 [Philosopher-49; Meals=2]: Waiting for a nice seat...
12:52:12.569 [Philosopher-30; Meals=2]: Found 2 forks! :D
12:52:12.814 [Philosopher-17; Meals=3]: Stand up from seat (Chair-2)
12:52:12.814 [Philosopher-30; Meals=3]: Eating for 1 ms
12:52:12.814 [Philosopher-40; Meals=2]: Picked up fork (Fork-6 from Chair-6)
12:52:12.814 [Philosopher-43; Meals=2]: Waiting for 2 forks...
12:52:13.208 [Philosopher-17; Meals=3]: Mediating for 5 ms
12:52:13.208 [Philosopher-40; Meals=2]: Found 2 forks! :D
12:52:13.209 [Philosopher-35; Meals=1]: Found a nice seat (Chair-2)
12:52:13.393 [Philosopher-30; Meals=3]: Release my fork (Fork-8 from Chair-8)
12:52:13.768 [Philosopher-17; Meals=3]: Sleeping for 10 ms
12:52:13.846 [Philosopher-40; Meals=3]: Eating for 1 ms
12:52:13.910 [Philosopher-30; Meals=3]: Release my fork (Fork-9 from Chair-9)
12:52:13.911 [Philosopher-35; Meals=1]: Waiting for 2 forks...
12:52:14.114 [Philosopher-35; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:52:14.128 [Philosopher-17; Meals=3]: Waiting for a nice seat...
12:52:14.229 [Philosopher-30; Meals=3]: Stand up from seat (Chair-9)
12:52:14.233 [Philosopher-40; Meals=3]: Release my fork (Fork-7 from Chair-7)
12:52:14.440 [Philosopher-35; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:52:14.485 [Philosopher-40; Meals=3]: Release my fork (Fork-6 from Chair-6)
12:52:14.599 [Philosopher-35; Meals=1]: Found 2 forks! :D
12:52:14.631 [Philosopher-30; Meals=3]: Mediating for 5 ms
12:52:14.631 [Philosopher-42; Meals=1]: Found a nice seat (Chair-9)
12:52:14.885 [Philosopher-40; Meals=3]: Stand up from seat (Chair-7)
12:52:14.885 [Philosopher-9; Meals=2]: Picked up fork (Fork-5 from Chair-5)
12:52:15.042 [Philosopher-43; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:52:15.057 [Philosopher-35; Meals=2]: Eating for 1 ms
12:52:15.058 [Philosopher-30; Meals=3]: Sleeping for 10 ms
12:52:15.091 [Philosopher-40; Meals=3]: Mediating for 5 ms
12:52:15.091 [Philosopher-42; Meals=1]: Waiting for 2 forks...
12:52:15.158 [Philosopher-9; Meals=2]: Picked up fork (Fork-4 from Chair-4)
12:52:15.192 [Philosopher-41; Meals=1]: Found a nice seat (Chair-7)
12:52:15.342 [Philosopher-1; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:52:15.342 [Philosopher-16; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:52:15.342 [Philosopher-43; Meals=2]: Picked up fork (Fork-7 from Chair-7)
12:52:15.347 [Philosopher-40; Meals=3]: Sleeping for 10 ms
12:52:15.458 [Philosopher-35; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:52:15.513 [Philosopher-30; Meals=3]: Waiting for a nice seat...
12:52:15.638 [Philosopher-9; Meals=2]: Found 2 forks! :D
12:52:15.642 [Philosopher-37; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:15.774 [Philosopher-42; Meals=1]: Picked up fork (Fork-9 from Chair-9)
12:52:15.775 [Philosopher-43; Meals=2]: Found 2 forks! :D
12:52:15.931 [Philosopher-35; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:15.948 [Philosopher-41; Meals=1]: Waiting for 2 forks...
12:52:15.950 [Philosopher-1; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:52:15.950 [Philosopher-16; Meals=0]: Release my fork (Fork-6 from Chair-6)
12:52:16.105 [Philosopher-40; Meals=3]: Waiting for a nice seat...
12:52:16.137 [Philosopher-10; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:52:16.216 [Philosopher-37; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:52:16.389 [Philosopher-9; Meals=3]: Eating for 1 ms
12:52:16.606 [Philosopher-10; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:52:16.606 [Philosopher-35; Meals=2]: Stand up from seat (Chair-2)
12:52:16.606 [Philosopher-43; Meals=3]: Eating for 1 ms
12:52:16.674 [Philosopher-42; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:52:16.851 [Philosopher-41; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:52:16.892 [Philosopher-43; Meals=3]: Release my fork (Fork-8 from Chair-8)
12:52:16.895 [Philosopher-9; Meals=3]: Release my fork (Fork-5 from Chair-5)
12:52:17.422 [Philosopher-27; Meals=1]: Found a nice seat (Chair-2)
12:52:17.422 [Philosopher-35; Meals=2]: Mediating for 5 ms
12:52:17.438 [Philosopher-43; Meals=3]: Release my fork (Fork-7 from Chair-7)
12:52:17.443 [Philosopher-41; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:52:17.585 [Philosopher-9; Meals=3]: Release my fork (Fork-4 from Chair-4)
12:52:17.657 [Philosopher-27; Meals=1]: Waiting for 2 forks...
12:52:17.725 [Philosopher-43; Meals=3]: Stand up from seat (Chair-8)
12:52:17.737 [Philosopher-27; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:52:17.782 [Philosopher-37; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:17.783 [Philosopher-35; Meals=2]: Waiting for a nice seat...
12:52:17.863 [Philosopher-9; Meals=3]: Stand up from seat (Chair-5)
12:52:18.274 [Philosopher-27; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:52:18.340 [Philosopher-43; Meals=3]: Mediating for 5 ms
12:52:18.341 [Philosopher-48; Meals=2]: Found a nice seat (Chair-8)
12:52:18.385 [Philosopher-27; Meals=1]: Found 2 forks! :D
12:52:18.393 [Philosopher-37; Meals=1]: Picked up fork (Fork-4 from Chair-4)
12:52:18.419 [Philosopher-43; Meals=3]: Sleeping for 10 ms
12:52:18.505 [Philosopher-17; Meals=3]: Found a nice seat (Chair-5)
12:52:18.516 [Philosopher-9; Meals=3]: Mediating for 5 ms
12:52:18.682 [Philosopher-27; Meals=2]: Eating for 1 ms
12:52:18.800 [Philosopher-48; Meals=2]: Waiting for 2 forks...
12:52:18.948 [Philosopher-37; Meals=1]: Found 2 forks! :D
12:52:19.024 [Philosopher-9; Meals=3]: Sleeping for 10 ms
12:52:19.057 [Philosopher-17; Meals=3]: Waiting for 2 forks...
12:52:19.058 [Philosopher-27; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:52:19.094 [Philosopher-43; Meals=3]: Waiting for a nice seat...
12:52:19.246 [Philosopher-10; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:52:19.246 [Philosopher-27; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:19.246 [Philosopher-37; Meals=2]: Eating for 1 ms
12:52:19.246 [Philosopher-48; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:52:19.421 [Philosopher-17; Meals=3]: Picked up fork (Fork-5 from Chair-5)
12:52:19.421 [Philosopher-9; Meals=3]: Waiting for a nice seat...
12:52:19.652 [Philosopher-10; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:52:19.771 [Philosopher-17; Meals=3]: Release my fork (Fork-5 from Chair-5)
12:52:19.771 [Philosopher-48; Meals=2]: Picked up fork (Fork-7 from Chair-7)
12:52:19.776 [Philosopher-37; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:52:19.929 [Philosopher-16; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:52:20.023 [Philosopher-10; Meals=1]: Found 2 forks! :D
12:52:20.023 [Philosopher-27; Meals=2]: Stand up from seat (Chair-2)
12:52:20.023 [Philosopher-48; Meals=2]: Found 2 forks! :D
12:52:20.057 [Philosopher-42; Meals=1]: Picked up fork (Fork-9 from Chair-9)
12:52:20.157 [Philosopher-21; Meals=2]: Picked up fork (Fork-2 from Chair-2)
12:52:20.208 [Philosopher-37; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:52:20.209 [Philosopher-16; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:52:20.372 [Philosopher-10; Meals=2]: Eating for 1 ms
12:52:20.447 [Philosopher-21; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:20.448 [Philosopher-42; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:52:20.458 [Philosopher-48; Meals=3]: Eating for 1 ms
12:52:20.616 [Philosopher-27; Meals=2]: Mediating for 5 ms
12:52:20.616 [Philosopher-40; Meals=3]: Found a nice seat (Chair-2)
12:52:20.736 [Philosopher-37; Meals=2]: Stand up from seat (Chair-4)
12:52:20.737 [Philosopher-10; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:52:20.796 [Philosopher-48; Meals=3]: Release my fork (Fork-8 from Chair-8)
12:52:20.819 [Philosopher-16; Meals=0]: Found 2 forks! :D
12:52:20.942 [Philosopher-40; Meals=3]: Waiting for 2 forks...
12:52:20.992 [Philosopher-10; Meals=2]: Release my fork (Fork-10 from Chair-10)
12:52:21.040 [Philosopher-27; Meals=2]: Waiting for a nice seat...
12:52:21.176 [Philosopher-50; Meals=1]: Found a nice seat (Chair-4)
12:52:21.207 [Philosopher-37; Meals=2]: Mediating for 5 ms
12:52:21.320 [Philosopher-10; Meals=2]: Stand up from seat (Chair-1)
12:52:21.320 [Philosopher-16; Meals=1]: Eating for 1 ms
12:52:21.320 [Philosopher-48; Meals=3]: Release my fork (Fork-7 from Chair-7)
12:52:21.436 [Philosopher-40; Meals=3]: Picked up fork (Fork-2 from Chair-2)
12:52:21.516 [Philosopher-50; Meals=1]: Waiting for 2 forks...
12:52:21.542 [Philosopher-37; Meals=2]: Waiting for a nice seat...
12:52:21.576 [Philosopher-1; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:52:21.647 [Philosopher-16; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:52:21.704 [Philosopher-10; Meals=2]: Mediating for 5 ms
12:52:21.769 [Philosopher-12; Meals=1]: Found a nice seat (Chair-1)
12:52:21.772 [Philosopher-48; Meals=3]: Stand up from seat (Chair-8)
12:52:21.772 [Philosopher-50; Meals=1]: Picked up fork (Fork-4 from Chair-4)
12:52:21.802 [Philosopher-40; Meals=3]: Picked up fork (Fork-1 from Chair-1)
12:52:22.016 [Philosopher-1; Meals=1]: Picked up fork (Fork-9 from Chair-9)
12:52:22.034 [Philosopher-16; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:52:22.168 [Philosopher-12; Meals=1]: Waiting for 2 forks...
12:52:22.169 [Philosopher-50; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:22.451 [Philosopher-37; Meals=2]: Found a nice seat (Chair-8)
12:52:22.451 [Philosopher-40; Meals=3]: Found 2 forks! :D
12:52:22.605 [Philosopher-48; Meals=3]: Mediating for 5 ms
12:52:22.606 [Philosopher-1; Meals=1]: Found 2 forks! :D
12:52:22.606 [Philosopher-16; Meals=1]: Stand up from seat (Chair-6)
12:52:22.606 [Philosopher-40; Meals=4]: Eating for 1 ms
12:52:22.606 [Philosopher-50; Meals=1]: Found 2 forks! :D
12:52:22.659 [Philosopher-37; Meals=2]: Waiting for 2 forks...
12:52:22.828 [Philosopher-1; Meals=2]: Eating for 1 ms
12:52:22.934 [Philosopher-16; Meals=1]: Mediating for 5 ms
12:52:22.934 [Philosopher-46; Meals=1]: Found a nice seat (Chair-6)
12:52:22.991 [Philosopher-50; Meals=2]: Eating for 1 ms
12:52:23.057 [Philosopher-37; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:52:23.355 [Philosopher-37; Meals=2]: Picked up fork (Fork-7 from Chair-7)
12:52:23.488 [Philosopher-46; Meals=1]: Waiting for 2 forks...
12:52:23.575 [Philosopher-37; Meals=2]: Found 2 forks! :D
12:52:23.614 [Philosopher-46; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:52:23.850 [Philosopher-37; Meals=3]: Eating for 1 ms
12:52:23.850 [Philosopher-46; Meals=1]: Picked up fork (Fork-5 from Chair-5)
12:52:24.100 [Philosopher-46; Meals=1]: Found 2 forks! :D
12:52:24.493 [Philosopher-46; Meals=2]: Eating for 1 ms
12:53:22.340 ############# Statistic #############
12:53:22.675 # Hardware
12:53:22.948 CPU-Cores (available to the JVM) = 4
12:53:23.166 Memory (available to the JVM) = 867172352
12:53:23.467 # Philosophers
12:53:23.614 Philosopher-1: 2
12:53:23.860 Philosopher-2: 0
12:53:24.133 Philosopher-3: 1
12:53:24.363 Philosopher-4: 0
12:53:24.616 Philosopher-5: 0
12:53:24.869 Philosopher-6: 1
12:53:25.101 Philosopher-7: 2
12:53:25.454 Philosopher-8: 0
12:53:25.471 Philosopher-9: 3
12:53:25.970 Philosopher-10: 2
12:53:26.171 Philosopher-11: 0
12:53:26.301 Philosopher-12: 1
12:53:26.408 Philosopher-13: 0
12:53:26.793 Philosopher-14: 0
12:53:27.063 Philosopher-15: 1
12:53:27.324 Philosopher-16: 1
12:53:27.606 Philosopher-17: 3
12:53:27.875 Philosopher-18: 0
12:53:28.071 Philosopher-19: 0
12:53:28.315 Philosopher-20: 0
12:53:28.441 Philosopher-21: 2
12:53:28.691 Philosopher-22: 0
12:53:28.940 Philosopher-23: 3
12:53:29.260 Philosopher-24: 1
12:53:29.491 Philosopher-25: 1
12:53:29.749 Philosopher-26: 0
12:53:30.094 Philosopher-27: 2
12:53:30.109 Philosopher-28: 0
12:53:30.339 Philosopher-29: 1
12:53:30.705 Philosopher-30: 3
12:53:30.812 Philosopher-31: 0
12:53:30.967 Philosopher-32: 2
12:53:31.253 Philosopher-33: 0
12:53:31.480 Philosopher-34: 1
12:53:31.628 Philosopher-35: 2
12:53:31.758 Philosopher-36: 1
12:53:32.108 Philosopher-37: 3
12:53:32.363 Philosopher-38: 1
12:53:32.610 Philosopher-39: 1
12:53:32.860 Philosopher-40: 4
12:53:33.229 Philosopher-41: 1
12:53:33.362 Philosopher-42: 1
12:53:33.491 Philosopher-43: 3
12:53:33.600 Philosopher-44: 0
12:53:33.725 Philosopher-45: 1
12:53:34.022 Philosopher-46: 2
12:53:34.314 Philosopher-47: 1
12:53:34.613 Philosopher-48: 3
12:53:34.741 Philosopher-49: 2
12:53:34.970 Philosopher-50: 2
12:53:35.134 ############### END #################
