11:54:06.717 [Philosopher-1; Meals=0]: I'm alive!
11:54:43.835 [Philosopher-3; Meals=185]: Stand up from seat (Chair-1)
11:54:43.842 [Philosopher-1; Meals=169]: Picked up fork (Fork-3 from Chair-3)
11:54:43.842 [Philosopher-3; Meals=185]: Mediating for 5 ms
11:54:43.848 [Philosopher-1; Meals=169]: Found 2 forks! :D
11:54:43.853 [Philosopher-3; Meals=185]: Waiting for a nice seat...
11:54:43.855 [Philosopher-1; Meals=170]: Eating for 1 ms
11:54:43.860 [Philosopher-3; Meals=185]: Found a nice seat (Chair-1)
11:54:43.863 [Philosopher-1; Meals=170]: Release my fork (Fork-2 from Chair-2)
11:54:43.863 [Philosopher-2; Meals=172]: Picked up fork (Fork-4 from Chair-4)
11:54:43.868 [Philosopher-3; Meals=185]: Waiting for 2 forks...
11:54:43.871 [Philosopher-1; Meals=170]: Release my fork (Fork-3 from Chair-3)
11:54:43.872 [Philosopher-2; Meals=172]: Release my fork (Fork-4 from Chair-4)
11:54:43.877 [Philosopher-3; Meals=185]: Picked up fork (Fork-1 from Chair-1)
11:54:43.879 [Philosopher-1; Meals=170]: Stand up from seat (Chair-3)
11:54:43.887 [Philosopher-1; Meals=170]: Mediating for 5 ms
11:54:43.887 [Philosopher-3; Meals=185]: Picked up fork (Fork-1 from Chair-1)
11:54:43.895 [Philosopher-3; Meals=185]: Found 2 forks! :D
11:54:43.900 [Philosopher-1; Meals=170]: Waiting for a nice seat...
11:54:43.902 [Philosopher-3; Meals=186]: Eating for 1 ms
11:54:43.907 [Philosopher-1; Meals=170]: Found a nice seat (Chair-3)
11:54:43.910 [Philosopher-3; Meals=186]: Release my fork (Fork-1 from Chair-1)
11:54:43.914 [Philosopher-1; Meals=170]: Waiting for 2 forks...
11:54:43.917 [Philosopher-3; Meals=186]: Release my fork (Fork-4 from Chair-4)
11:54:43.921 [Philosopher-1; Meals=170]: Picked up fork (Fork-3 from Chair-3)
11:54:43.924 [Philosopher-3; Meals=186]: Stand up from seat (Chair-1)
11:54:43.929 [Philosopher-1; Meals=170]: Picked up fork (Fork-3 from Chair-3)
11:54:43.931 [Philosopher-3; Meals=186]: Mediating for 5 ms
11:54:43.937 [Philosopher-1; Meals=170]: Found 2 forks! :D
11:54:43.942 [Philosopher-3; Meals=186]: Sleeping for 10 ms
11:54:43.943 [Philosopher-1; Meals=171]: Eating for 1 ms
11:54:43.950 [Philosopher-1; Meals=171]: Release my fork (Fork-2 from Chair-2)
11:54:43.956 [Philosopher-1; Meals=171]: Release my fork (Fork-3 from Chair-3)
11:54:43.958 [Philosopher-3; Meals=186]: Waiting for a nice seat...
11:54:43.964 [Philosopher-1; Meals=171]: Stand up from seat (Chair-3)
11:54:43.966 [Philosopher-3; Meals=186]: Found a nice seat (Chair-1)
11:54:43.971 [Philosopher-1; Meals=171]: Mediating for 5 ms
11:54:43.973 [Philosopher-3; Meals=186]: Waiting for 2 forks...
11:54:43.978 [Philosopher-3; Meals=186]: Picked up fork (Fork-1 from Chair-1)
11:54:43.982 [Philosopher-1; Meals=171]: Sleeping for 10 ms
11:54:43.985 [Philosopher-3; Meals=186]: Picked up fork (Fork-1 from Chair-1)
11:54:43.991 [Philosopher-3; Meals=186]: Found 2 forks! :D
11:54:43.997 [Philosopher-3; Meals=187]: Eating for 1 ms
11:54:43.998 [Philosopher-1; Meals=171]: Waiting for a nice seat...
11:54:44.006 [Philosopher-1; Meals=171]: Found a nice seat (Chair-3)
11:54:44.007 [Philosopher-3; Meals=187]: Release my fork (Fork-1 from Chair-1)
11:54:44.013 [Philosopher-1; Meals=171]: Waiting for 2 forks...
11:54:44.013 [Philosopher-3; Meals=187]: Release my fork (Fork-4 from Chair-4)
11:54:44.021 [Philosopher-1; Meals=171]: Picked up fork (Fork-3 from Chair-3)
11:54:44.021 [Philosopher-3; Meals=187]: Stand up from seat (Chair-1)
11:54:44.028 [Philosopher-1; Meals=171]: Picked up fork (Fork-3 from Chair-3)
11:54:44.028 [Philosopher-3; Meals=187]: Mediating for 5 ms
11:54:44.032 [Philosopher-2; Meals=172]: Picked up fork (Fork-4 from Chair-4)
11:54:44.038 [Philosopher-1; Meals=171]: Found 2 forks! :D
11:54:44.038 [Philosopher-2; Meals=172]: Release my fork (Fork-4 from Chair-4)
11:54:44.042 [Philosopher-3; Meals=187]: Waiting for a nice seat...
11:54:44.046 [Philosopher-1; Meals=172]: Eating for 1 ms
11:54:44.049 [Philosopher-3; Meals=187]: Found a nice seat (Chair-1)
11:54:44.054 [Philosopher-1; Meals=172]: Release my fork (Fork-2 from Chair-2)
11:54:44.056 [Philosopher-3; Meals=187]: Waiting for 2 forks...
11:54:44.062 [Philosopher-1; Meals=172]: Release my fork (Fork-3 from Chair-3)
11:54:44.064 [Philosopher-3; Meals=187]: Picked up fork (Fork-1 from Chair-1)
11:54:44.068 [Philosopher-1; Meals=172]: Stand up from seat (Chair-3)
11:54:44.070 [Philosopher-3; Meals=187]: Picked up fork (Fork-1 from Chair-1)
11:54:44.075 [Philosopher-1; Meals=172]: Mediating for 5 ms
11:54:44.077 [Philosopher-3; Meals=187]: Found 2 forks! :D
11:54:44.083 [Philosopher-3; Meals=188]: Eating for 1 ms
11:54:44.087 [Philosopher-1; Meals=172]: Waiting for a nice seat...
11:54:44.091 [Philosopher-3; Meals=188]: Release my fork (Fork-1 from Chair-1)
11:54:44.094 [Philosopher-1; Meals=172]: Found a nice seat (Chair-3)
11:54:44.098 [Philosopher-3; Meals=188]: Release my fork (Fork-4 from Chair-4)
11:54:44.101 [Philosopher-1; Meals=172]: Waiting for 2 forks...
11:54:44.105 [Philosopher-3; Meals=188]: Stand up from seat (Chair-1)
11:54:44.108 [Philosopher-1; Meals=172]: Picked up fork (Fork-3 from Chair-3)
11:54:44.112 [Philosopher-3; Meals=188]: Mediating for 5 ms
11:54:44.114 [Philosopher-1; Meals=172]: Picked up fork (Fork-3 from Chair-3)
11:54:44.121 [Philosopher-1; Meals=172]: Found 2 forks! :D
11:54:44.123 [Philosopher-3; Meals=188]: Waiting for a nice seat...
11:54:44.128 [Philosopher-1; Meals=173]: Eating for 1 ms
11:54:44.130 [Philosopher-3; Meals=188]: Found a nice seat (Chair-1)
11:54:44.136 [Philosopher-1; Meals=173]: Release my fork (Fork-2 from Chair-2)
11:54:44.136 [Philosopher-3; Meals=188]: Waiting for 2 forks...
11:54:44.143 [Philosopher-1; Meals=173]: Release my fork (Fork-3 from Chair-3)
11:54:44.143 [Philosopher-3; Meals=188]: Picked up fork (Fork-1 from Chair-1)
11:54:44.149 [Philosopher-1; Meals=173]: Stand up from seat (Chair-3)
11:54:44.149 [Philosopher-3; Meals=188]: Picked up fork (Fork-1 from Chair-1)
11:54:44.156 [Philosopher-1; Meals=173]: Mediating for 5 ms
11:54:44.156 [Philosopher-3; Meals=188]: Found 2 forks! :D
11:54:44.157 [Philosopher-2; Meals=172]: Picked up fork (Fork-4 from Chair-4)
11:54:44.163 [Philosopher-3; Meals=189]: Eating for 1 ms
11:54:44.165 [Philosopher-2; Meals=172]: Release my fork (Fork-3 from Chair-3)
11:54:44.170 [Philosopher-1; Meals=173]: Waiting for a nice seat...
11:54:44.171 [Philosopher-3; Meals=189]: Release my fork (Fork-1 from Chair-1)
11:54:44.178 [Philosopher-1; Meals=173]: Found a nice seat (Chair-3)
11:54:44.181 [Philosopher-3; Meals=189]: Release my fork (Fork-4 from Chair-4)
11:54:44.182 [Philosopher-2; Meals=172]: Picked up fork (Fork-4 from Chair-4)
11:54:44.187 [Philosopher-1; Meals=173]: Waiting for 2 forks...
11:54:44.191 [Philosopher-3; Meals=189]: Stand up from seat (Chair-1)
11:54:44.192 [Philosopher-2; Meals=172]: Picked up fork (Fork-4 from Chair-4)
11:54:44.197 [Philosopher-1; Meals=173]: Picked up fork (Fork-3 from Chair-3)
11:54:44.201 [Philosopher-2; Meals=172]: Found 2 forks! :D
11:54:44.201 [Philosopher-3; Meals=189]: Mediating for 5 ms
11:54:44.206 [Philosopher-1; Meals=173]: Release my fork (Fork-2 from Chair-2)
11:54:44.209 [Philosopher-2; Meals=173]: Eating for 1 ms
11:54:44.214 [Philosopher-3; Meals=189]: Sleeping for 10 ms
11:54:44.218 [Philosopher-4; Meals=192]: Picked up fork (Fork-2 from Chair-2)
11:54:44.219 [Philosopher-2; Meals=173]: Release my fork (Fork-3 from Chair-3)
11:54:44.226 [Philosopher-2; Meals=173]: Release my fork (Fork-4 from Chair-4)
11:54:44.226 [Philosopher-4; Meals=192]: Picked up fork (Fork-2 from Chair-2)
11:54:44.232 [Philosopher-3; Meals=189]: Waiting for a nice seat...
11:54:44.237 [Philosopher-4; Meals=192]: Found 2 forks! :D
11:54:44.239 [Philosopher-2; Meals=173]: Stand up from seat (Chair-4)
11:54:44.244 [Philosopher-3; Meals=189]: Found a nice seat (Chair-1)
11:54:44.249 [Philosopher-4; Meals=193]: Eating for 1 ms
11:54:44.250 [Philosopher-2; Meals=173]: Mediating for 5 ms
11:54:44.254 [Philosopher-3; Meals=189]: Waiting for 2 forks...
11:54:44.259 [Philosopher-4; Meals=193]: Release my fork (Fork-1 from Chair-1)
11:54:44.263 [Philosopher-2; Meals=173]: Waiting for a nice seat...
11:54:44.263 [Philosopher-3; Meals=189]: Picked up fork (Fork-1 from Chair-1)
11:54:44.269 [Philosopher-4; Meals=193]: Release my fork (Fork-2 from Chair-2)
11:54:44.271 [Philosopher-2; Meals=173]: Found a nice seat (Chair-4)
11:54:44.272 [Philosopher-3; Meals=189]: Picked up fork (Fork-1 from Chair-1)
11:54:44.277 [Philosopher-4; Meals=193]: Stand up from seat (Chair-2)
11:54:44.280 [Philosopher-2; Meals=173]: Waiting for 2 forks...
11:54:44.281 [Philosopher-3; Meals=189]: Found 2 forks! :D
11:54:44.287 [Philosopher-2; Meals=173]: Picked up fork (Fork-4 from Chair-4)
11:54:44.287 [Philosopher-4; Meals=193]: Mediating for 5 ms
11:54:44.292 [Philosopher-3; Meals=190]: Eating for 1 ms
11:54:44.296 [Philosopher-2; Meals=173]: Release my fork (Fork-3 from Chair-3)
11:54:44.301 [Philosopher-3; Meals=190]: Release my fork (Fork-1 from Chair-1)
11:54:44.301 [Philosopher-4; Meals=193]: Waiting for a nice seat...
11:54:44.310 [Philosopher-3; Meals=190]: Release my fork (Fork-4 from Chair-4)
11:54:44.310 [Philosopher-4; Meals=193]: Found a nice seat (Chair-2)
11:54:44.317 [Philosopher-3; Meals=190]: Stand up from seat (Chair-1)
11:54:44.317 [Philosopher-4; Meals=193]: Waiting for 2 forks...
11:54:44.324 [Philosopher-3; Meals=190]: Mediating for 5 ms
11:54:44.324 [Philosopher-4; Meals=193]: Picked up fork (Fork-2 from Chair-2)
11:54:44.331 [Philosopher-4; Meals=193]: Picked up fork (Fork-2 from Chair-2)
11:54:44.335 [Philosopher-3; Meals=190]: Waiting for a nice seat...
11:54:44.338 [Philosopher-4; Meals=193]: Found 2 forks! :D
11:54:44.342 [Philosopher-3; Meals=190]: Found a nice seat (Chair-1)
11:54:44.346 [Philosopher-4; Meals=194]: Eating for 1 ms
11:54:44.350 [Philosopher-3; Meals=190]: Waiting for 2 forks...
11:54:44.354 [Philosopher-4; Meals=194]: Release my fork (Fork-1 from Chair-1)
11:54:44.356 [Philosopher-3; Meals=190]: Picked up fork (Fork-1 from Chair-1)
11:54:44.360 [Philosopher-4; Meals=194]: Release my fork (Fork-2 from Chair-2)
11:54:44.364 [Philosopher-3; Meals=190]: Picked up fork (Fork-1 from Chair-1)
11:54:44.368 [Philosopher-4; Meals=194]: Stand up from seat (Chair-2)
11:54:44.372 [Philosopher-3; Meals=190]: Found 2 forks! :D
11:54:44.375 [Philosopher-4; Meals=194]: Mediating for 5 ms
11:54:44.379 [Philosopher-3; Meals=191]: Eating for 1 ms
11:54:44.386 [Philosopher-3; Meals=191]: Release my fork (Fork-1 from Chair-1)
11:54:44.387 [Philosopher-4; Meals=194]: Waiting for a nice seat...
11:54:44.392 [Philosopher-3; Meals=191]: Release my fork (Fork-4 from Chair-4)
11:54:44.393 [Philosopher-4; Meals=194]: Found a nice seat (Chair-2)
11:54:44.401 [Philosopher-3; Meals=191]: Stand up from seat (Chair-1)
11:54:44.401 [Philosopher-4; Meals=194]: Waiting for 2 forks...
11:54:44.408 [Philosopher-3; Meals=191]: Mediating for 5 ms
11:54:44.408 [Philosopher-4; Meals=194]: Picked up fork (Fork-2 from Chair-2)
11:54:44.415 [Philosopher-4; Meals=194]: Picked up fork (Fork-2 from Chair-2)
11:54:44.420 [Philosopher-3; Meals=191]: Waiting for a nice seat...
11:54:44.421 [Philosopher-4; Meals=194]: Found 2 forks! :D
11:54:44.427 [Philosopher-3; Meals=191]: Found a nice seat (Chair-1)
11:54:44.427 [Philosopher-4; Meals=195]: Eating for 1 ms
11:54:44.434 [Philosopher-3; Meals=191]: Waiting for 2 forks...
11:54:44.435 [Philosopher-4; Meals=195]: Release my fork (Fork-1 from Chair-1)
11:54:44.441 [Philosopher-3; Meals=191]: Picked up fork (Fork-1 from Chair-1)
11:54:44.441 [Philosopher-4; Meals=195]: Release my fork (Fork-2 from Chair-2)
11:54:44.449 [Philosopher-4; Meals=195]: Stand up from seat (Chair-2)
11:54:44.451 [Philosopher-3; Meals=191]: Picked up fork (Fork-1 from Chair-1)
11:54:44.459 [Philosopher-4; Meals=195]: Mediating for 5 ms
11:54:44.460 [Philosopher-3; Meals=191]: Found 2 forks! :D
11:54:44.466 [Philosopher-3; Meals=192]: Eating for 1 ms
11:54:44.471 [Philosopher-4; Meals=195]: Sleeping for 10 ms
11:54:44.474 [Philosopher-3; Meals=192]: Release my fork (Fork-1 from Chair-1)
11:54:44.481 [Philosopher-3; Meals=192]: Release my fork (Fork-4 from Chair-4)
11:54:44.484 [Philosopher-1; Meals=173]: Picked up fork (Fork-3 from Chair-3)
11:54:44.488 [Philosopher-4; Meals=195]: Waiting for a nice seat...
11:54:44.489 [Philosopher-3; Meals=192]: Stand up from seat (Chair-1)
11:54:44.494 [Philosopher-1; Meals=173]: Picked up fork (Fork-3 from Chair-3)
11:54:44.496 [Philosopher-2; Meals=173]: Picked up fork (Fork-4 from Chair-4)
11:54:44.496 [Philosopher-4; Meals=195]: Found a nice seat (Chair-2)
11:54:44.498 [Philosopher-3; Meals=192]: Mediating for 5 ms
11:54:44.504 [Philosopher-1; Meals=173]: Found 2 forks! :D
11:54:44.506 [Philosopher-2; Meals=173]: Release my fork (Fork-4 from Chair-4)
11:54:44.506 [Philosopher-4; Meals=195]: Waiting for 2 forks...
11:54:44.513 [Philosopher-1; Meals=174]: Eating for 1 ms
11:54:44.514 [Philosopher-3; Meals=192]: Sleeping for 10 ms
11:54:44.516 [Philosopher-4; Meals=195]: Picked up fork (Fork-2 from Chair-2)
11:54:44.523 [Philosopher-1; Meals=174]: Release my fork (Fork-2 from Chair-2)
11:54:44.524 [Philosopher-4; Meals=195]: Release my fork (Fork-1 from Chair-1)
11:54:44.530 [Philosopher-1; Meals=174]: Release my fork (Fork-3 from Chair-3)
11:54:44.531 [Philosopher-3; Meals=192]: Waiting for a nice seat...
11:54:44.536 [Philosopher-1; Meals=174]: Stand up from seat (Chair-3)
11:54:44.537 [Philosopher-3; Meals=192]: Found a nice seat (Chair-1)
11:54:44.543 [Philosopher-1; Meals=174]: Mediating for 5 ms
11:54:44.543 [Philosopher-3; Meals=192]: Waiting for 2 forks...
11:54:44.551 [Philosopher-3; Meals=192]: Picked up fork (Fork-1 from Chair-1)
11:54:44.555 [Philosopher-1; Meals=174]: Sleeping for 10 ms
11:54:44.558 [Philosopher-3; Meals=192]: Picked up fork (Fork-1 from Chair-1)
11:54:44.565 [Philosopher-3; Meals=192]: Found 2 forks! :D
11:54:44.571 [Philosopher-3; Meals=193]: Eating for 1 ms
11:54:44.572 [Philosopher-1; Meals=174]: Waiting for a nice seat...
11:54:44.578 [Philosopher-1; Meals=174]: Found a nice seat (Chair-3)
11:54:44.579 [Philosopher-3; Meals=193]: Release my fork (Fork-1 from Chair-1)
11:54:44.587 [Philosopher-1; Meals=174]: Waiting for 2 forks...
11:54:44.587 [Philosopher-3; Meals=193]: Release my fork (Fork-4 from Chair-4)
11:54:44.595 [Philosopher-1; Meals=174]: Picked up fork (Fork-3 from Chair-3)
11:54:44.595 [Philosopher-3; Meals=193]: Stand up from seat (Chair-1)
11:54:44.602 [Philosopher-1; Meals=174]: Picked up fork (Fork-3 from Chair-3)
11:54:44.602 [Philosopher-3; Meals=193]: Mediating for 5 ms
11:54:44.610 [Philosopher-1; Meals=174]: Found 2 forks! :D
11:54:44.615 [Philosopher-3; Meals=193]: Waiting for a nice seat...
11:54:44.618 [Philosopher-1; Meals=175]: Eating for 1 ms
11:54:44.622 [Philosopher-3; Meals=193]: Found a nice seat (Chair-1)
11:54:44.627 [Philosopher-1; Meals=175]: Release my fork (Fork-2 from Chair-2)
11:54:44.629 [Philosopher-3; Meals=193]: Waiting for 2 forks...
11:54:44.634 [Philosopher-1; Meals=175]: Release my fork (Fork-3 from Chair-3)
11:54:44.636 [Philosopher-3; Meals=193]: Picked up fork (Fork-1 from Chair-1)
11:54:44.641 [Philosopher-1; Meals=175]: Stand up from seat (Chair-3)
11:54:44.642 [Philosopher-3; Meals=193]: Picked up fork (Fork-1 from Chair-1)
11:54:44.650 [Philosopher-1; Meals=175]: Mediating for 5 ms
11:54:44.653 [Philosopher-3; Meals=193]: Found 2 forks! :D
11:54:44.662 [Philosopher-3; Meals=194]: Eating for 1 ms
11:54:44.663 [Philosopher-1; Meals=175]: Waiting for a nice seat...
11:54:44.667 [Philosopher-4; Meals=195]: Picked up fork (Fork-2 from Chair-2)
11:54:44.669 [Philosopher-1; Meals=175]: Found a nice seat (Chair-3)
11:54:44.670 [Philosopher-3; Meals=194]: Release my fork (Fork-1 from Chair-1)
11:54:44.676 [Philosopher-1; Meals=175]: Waiting for 2 forks...
11:54:44.676 [Philosopher-4; Meals=195]: Release my fork (Fork-2 from Chair-2)
11:54:44.679 [Philosopher-3; Meals=194]: Release my fork (Fork-4 from Chair-4)
11:54:44.684 [Philosopher-1; Meals=175]: Picked up fork (Fork-3 from Chair-3)
11:54:44.688 [Philosopher-3; Meals=194]: Stand up from seat (Chair-1)
11:54:44.691 [Philosopher-1; Meals=175]: Picked up fork (Fork-3 from Chair-3)
11:54:44.696 [Philosopher-3; Meals=194]: Mediating for 5 ms
11:54:44.700 [Philosopher-1; Meals=175]: Found 2 forks! :D
11:54:44.708 [Philosopher-1; Meals=176]: Eating for 1 ms
11:54:44.709 [Philosopher-3; Meals=194]: Waiting for a nice seat...
11:54:44.715 [Philosopher-3; Meals=194]: Found a nice seat (Chair-1)
11:54:44.719 [Philosopher-1; Meals=176]: Release my fork (Fork-2 from Chair-2)
11:54:44.724 [Philosopher-3; Meals=194]: Waiting for 2 forks...
11:54:44.726 [Philosopher-1; Meals=176]: Release my fork (Fork-3 from Chair-3)
11:54:44.731 [Philosopher-3; Meals=194]: Picked up fork (Fork-1 from Chair-1)
11:54:44.733 [Philosopher-1; Meals=176]: Stand up from seat (Chair-3)
11:54:44.740 [Philosopher-3; Meals=194]: Picked up fork (Fork-1 from Chair-1)
11:54:44.741 [Philosopher-1; Meals=176]: Mediating for 5 ms
11:54:44.749 [Philosopher-3; Meals=194]: Found 2 forks! :D
11:54:44.755 [Philosopher-1; Meals=176]: Waiting for a nice seat...
11:54:44.755 [Philosopher-3; Meals=195]: Eating for 1 ms
11:54:44.766 [Philosopher-3; Meals=195]: Release my fork (Fork-1 from Chair-1)
11:54:44.767 [Philosopher-1; Meals=176]: Found a nice seat (Chair-3)
11:54:44.775 [Philosopher-3; Meals=195]: Release my fork (Fork-4 from Chair-4)
11:54:44.776 [Philosopher-1; Meals=176]: Waiting for 2 forks...
11:54:44.782 [Philosopher-1; Meals=176]: Picked up fork (Fork-3 from Chair-3)
11:54:44.782 [Philosopher-3; Meals=195]: Stand up from seat (Chair-1)
11:54:44.789 [Philosopher-1; Meals=176]: Picked up fork (Fork-3 from Chair-3)
11:54:44.789 [Philosopher-3; Meals=195]: Mediating for 5 ms
11:54:44.796 [Philosopher-1; Meals=176]: Found 2 forks! :D
11:54:44.801 [Philosopher-3; Meals=195]: Sleeping for 10 ms
11:54:44.803 [Philosopher-1; Meals=177]: Eating for 1 ms
11:54:44.810 [Philosopher-1; Meals=177]: Release my fork (Fork-2 from Chair-2)
11:54:44.816 [Philosopher-1; Meals=177]: Release my fork (Fork-3 from Chair-3)
11:54:44.817 [Philosopher-3; Meals=195]: Waiting for a nice seat...
11:54:44.825 [Philosopher-1; Meals=177]: Stand up from seat (Chair-3)
11:54:44.825 [Philosopher-3; Meals=195]: Found a nice seat (Chair-1)
11:54:44.832 [Philosopher-1; Meals=177]: Mediating for 5 ms
11:54:44.832 [Philosopher-3; Meals=195]: Waiting for 2 forks...
11:54:44.839 [Philosopher-3; Meals=195]: Picked up fork (Fork-1 from Chair-1)
11:54:44.844 [Philosopher-1; Meals=177]: Sleeping for 10 ms
11:54:44.846 [Philosopher-3; Meals=195]: Picked up fork (Fork-1 from Chair-1)
11:54:44.853 [Philosopher-3; Meals=195]: Found 2 forks! :D
11:54:44.860 [Philosopher-3; Meals=196]: Eating for 1 ms
11:54:44.861 [Philosopher-1; Meals=177]: Waiting for a nice seat...
11:54:44.867 [Philosopher-1; Meals=177]: Found a nice seat (Chair-3)
11:54:44.868 [Philosopher-3; Meals=196]: Release my fork (Fork-1 from Chair-1)
11:54:44.874 [Philosopher-1; Meals=177]: Waiting for 2 forks...
11:54:44.874 [Philosopher-3; Meals=196]: Release my fork (Fork-4 from Chair-4)
11:54:44.881 [Philosopher-1; Meals=177]: Picked up fork (Fork-3 from Chair-3)
11:54:44.881 [Philosopher-3; Meals=196]: Stand up from seat (Chair-1)
11:54:44.886 [Philosopher-2; Meals=173]: Picked up fork (Fork-4 from Chair-4)
11:54:44.890 [Philosopher-1; Meals=177]: Picked up fork (Fork-3 from Chair-3)
11:54:44.890 [Philosopher-3; Meals=196]: Mediating for 5 ms
11:54:44.894 [Philosopher-2; Meals=173]: Release my fork (Fork-4 from Chair-4)
11:54:44.898 [Philosopher-1; Meals=177]: Found 2 forks! :D
11:54:44.904 [Philosopher-1; Meals=178]: Eating for 1 ms
11:54:44.904 [Philosopher-3; Meals=196]: Waiting for a nice seat...
11:54:44.910 [Philosopher-3; Meals=196]: Found a nice seat (Chair-1)
11:54:44.911 [Philosopher-1; Meals=178]: Release my fork (Fork-2 from Chair-2)
11:54:44.912 [Philosopher-4; Meals=195]: Picked up fork (Fork-2 from Chair-2)
11:54:44.919 [Philosopher-1; Meals=178]: Release my fork (Fork-3 from Chair-3)
11:54:44.919 [Philosopher-3; Meals=196]: Waiting for 2 forks...
11:54:44.919 [Philosopher-4; Meals=195]: Release my fork (Fork-1 from Chair-1)
11:54:44.926 [Philosopher-1; Meals=178]: Stand up from seat (Chair-3)
11:54:44.928 [Philosopher-3; Meals=196]: Picked up fork (Fork-1 from Chair-1)
11:54:44.933 [Philosopher-1; Meals=178]: Mediating for 5 ms
11:54:44.935 [Philosopher-3; Meals=196]: Picked up fork (Fork-1 from Chair-1)
11:54:44.941 [Philosopher-3; Meals=196]: Found 2 forks! :D
11:54:44.945 [Philosopher-1; Meals=178]: Waiting for a nice seat...
11:54:44.947 [Philosopher-3; Meals=197]: Eating for 1 ms
11:54:44.952 [Philosopher-1; Meals=178]: Found a nice seat (Chair-3)
11:54:44.956 [Philosopher-3; Meals=197]: Release my fork (Fork-1 from Chair-1)
11:54:44.959 [Philosopher-1; Meals=178]: Waiting for 2 forks...
11:54:44.964 [Philosopher-3; Meals=197]: Release my fork (Fork-4 from Chair-4)
11:54:44.966 [Philosopher-1; Meals=178]: Picked up fork (Fork-3 from Chair-3)
11:54:44.971 [Philosopher-3; Meals=197]: Stand up from seat (Chair-1)
11:54:44.972 [Philosopher-1; Meals=178]: Picked up fork (Fork-3 from Chair-3)
11:54:44.977 [Philosopher-3; Meals=197]: Mediating for 5 ms
11:54:44.978 [Philosopher-1; Meals=178]: Found 2 forks! :D
11:54:44.986 [Philosopher-1; Meals=179]: Eating for 1 ms
11:54:44.990 [Philosopher-3; Meals=197]: Waiting for a nice seat...
11:54:44.993 [Philosopher-1; Meals=179]: Release my fork (Fork-2 from Chair-2)
11:54:44.998 [Philosopher-3; Meals=197]: Found a nice seat (Chair-1)
11:54:45.001 [Philosopher-1; Meals=179]: Release my fork (Fork-3 from Chair-3)
11:54:45.005 [Philosopher-3; Meals=197]: Waiting for 2 forks...
11:54:45.008 [Philosopher-1; Meals=179]: Stand up from seat (Chair-3)
11:54:45.012 [Philosopher-3; Meals=197]: Picked up fork (Fork-1 from Chair-1)
11:54:45.014 [Philosopher-1; Meals=179]: Mediating for 5 ms
11:54:45.019 [Philosopher-3; Meals=197]: Picked up fork (Fork-1 from Chair-1)
11:54:45.025 [Philosopher-3; Meals=197]: Found 2 forks! :D
11:54:45.026 [Philosopher-1; Meals=179]: Waiting for a nice seat...
11:54:45.034 [Philosopher-1; Meals=179]: Found a nice seat (Chair-3)
11:54:45.034 [Philosopher-3; Meals=198]: Eating for 1 ms
11:54:45.041 [Philosopher-1; Meals=179]: Waiting for 2 forks...
11:54:45.042 [Philosopher-3; Meals=198]: Release my fork (Fork-1 from Chair-1)
11:54:45.047 [Philosopher-1; Meals=179]: Picked up fork (Fork-3 from Chair-3)
11:54:45.048 [Philosopher-3; Meals=198]: Release my fork (Fork-4 from Chair-4)
11:54:45.054 [Philosopher-1; Meals=179]: Picked up fork (Fork-3 from Chair-3)
11:54:45.054 [Philosopher-3; Meals=198]: Stand up from seat (Chair-1)
11:54:45.062 [Philosopher-1; Meals=179]: Found 2 forks! :D
11:54:45.062 [Philosopher-3; Meals=198]: Mediating for 5 ms
11:54:45.068 [Philosopher-1; Meals=180]: Eating for 1 ms
11:54:45.073 [Philosopher-3; Meals=198]: Sleeping for 10 ms
11:54:45.076 [Philosopher-1; Meals=180]: Release my fork (Fork-2 from Chair-2)
11:54:45.082 [Philosopher-1; Meals=180]: Release my fork (Fork-3 from Chair-3)
11:54:45.088 [Philosopher-1; Meals=180]: Stand up from seat (Chair-3)
11:54:45.090 [Philosopher-3; Meals=198]: Waiting for a nice seat...
11:54:45.094 [Philosopher-1; Meals=180]: Mediating for 5 ms
11:54:45.096 [Philosopher-3; Meals=198]: Found a nice seat (Chair-1)
11:54:45.103 [Philosopher-3; Meals=198]: Waiting for 2 forks...
11:54:45.106 [Philosopher-1; Meals=180]: Sleeping for 10 ms
11:54:45.109 [Philosopher-3; Meals=198]: Picked up fork (Fork-1 from Chair-1)
11:54:45.115 [Philosopher-3; Meals=198]: Picked up fork (Fork-1 from Chair-1)
11:54:45.122 [Philosopher-1; Meals=180]: Waiting for a nice seat...
11:54:45.122 [Philosopher-3; Meals=198]: Found 2 forks! :D
11:54:45.128 [Philosopher-1; Meals=180]: Found a nice seat (Chair-3)
11:54:45.128 [Philosopher-3; Meals=199]: Eating for 1 ms
11:54:45.135 [Philosopher-1; Meals=180]: Waiting for 2 forks...
11:54:45.136 [Philosopher-3; Meals=199]: Release my fork (Fork-1 from Chair-1)
11:54:45.142 [Philosopher-1; Meals=180]: Picked up fork (Fork-3 from Chair-3)
11:54:45.142 [Philosopher-3; Meals=199]: Release my fork (Fork-4 from Chair-4)
11:54:45.152 [Philosopher-1; Meals=180]: Picked up fork (Fork-3 from Chair-3)
11:54:45.152 [Philosopher-3; Meals=199]: Stand up from seat (Chair-1)
11:54:45.172 [Philosopher-1; Meals=180]: Found 2 forks! :D
11:54:45.172 [Philosopher-3; Meals=199]: Mediating for 5 ms
11:54:45.178 [Philosopher-1; Meals=181]: Eating for 1 ms
