11:17:54.759 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:18:18.933 [Hungry-Philosopher-2; Meals=139]: Found a nice seat (Chair-3)
11:18:18.941 [Hungry-Philosopher-2; Meals=139]: Waiting for 2 forks...
11:18:18.946 [Hungry-Philosopher-3; Meals=145]: Waiting for a nice seat...
11:18:18.949 [Hungry-Philosopher-2; Meals=139]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:18.955 [Hungry-Philosopher-2; Meals=140]: Eating for 1 ms
11:18:18.955 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:18.965 [Hungry-Philosopher-2; Meals=140]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:18.971 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:18.972 [Hungry-Philosopher-2; Meals=140]: Stand up from seat (Chair-3)
11:18:18.980 [Hungry-Philosopher-2; Meals=140]: Mediating for 5 ms
11:18:18.982 [Hungry-Philosopher-4; Meals=144]: Found a nice seat (Chair-3)
11:18:18.987 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:18.991 [Hungry-Philosopher-4; Meals=144]: Waiting for 2 forks...
11:18:18.992 [Hungry-Philosopher-2; Meals=140]: Waiting for a nice seat...
11:18:19.000 [Hungry-Philosopher-4; Meals=144]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.003 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:19.009 [Hungry-Philosopher-4; Meals=145]: Eating for 1 ms
11:18:19.017 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:19.017 [Hungry-Philosopher-4; Meals=145]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.024 [Hungry-Philosopher-4; Meals=145]: Stand up from seat (Chair-3)
11:18:19.031 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:19.031 [Hungry-Philosopher-4; Meals=145]: Mediating for 5 ms
11:18:19.032 [Hungry-Philosopher-1; Meals=134]: Found a nice seat (Chair-3)
11:18:19.042 [Hungry-Philosopher-1; Meals=134]: Waiting for 2 forks...
11:18:19.046 [Hungry-Philosopher-4; Meals=145]: Waiting for a nice seat...
11:18:19.048 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:19.052 [Hungry-Philosopher-1; Meals=134]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.057 [Hungry-Philosopher-4; Meals=145]: I'm banned for 5 ms :'(
11:18:19.062 [Hungry-Philosopher-1; Meals=135]: Eating for 1 ms
11:18:19.064 [Hungry-Philosopher-3; Meals=145]: I'm banned for 5 ms :'(
11:18:19.072 [Hungry-Philosopher-1; Meals=135]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.078 [Hungry-Philosopher-1; Meals=135]: Stand up from seat (Chair-3)
11:18:19.085 [Hungry-Philosopher-1; Meals=135]: Mediating for 5 ms
11:18:19.087 [Hungry-Philosopher-5; Meals=143]: Found a nice seat (Chair-3)
11:18:19.095 [Hungry-Philosopher-5; Meals=143]: Waiting for 2 forks...
11:18:19.099 [Hungry-Philosopher-1; Meals=135]: Sleeping for 10 ms
11:18:19.105 [Hungry-Philosopher-5; Meals=143]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.112 [Hungry-Philosopher-5; Meals=144]: Eating for 1 ms
11:18:19.118 [Hungry-Philosopher-1; Meals=135]: Waiting for a nice seat...
11:18:19.119 [Hungry-Philosopher-5; Meals=144]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.124 [Hungry-Philosopher-5; Meals=144]: Stand up from seat (Chair-3)
11:18:19.131 [Hungry-Philosopher-4; Meals=145]: Found a nice seat (Chair-3)
11:18:19.131 [Hungry-Philosopher-5; Meals=144]: Mediating for 5 ms
11:18:19.139 [Hungry-Philosopher-4; Meals=145]: Waiting for 2 forks...
11:18:19.144 [Hungry-Philosopher-5; Meals=144]: Sleeping for 10 ms
11:18:19.146 [Hungry-Philosopher-4; Meals=145]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.153 [Hungry-Philosopher-4; Meals=146]: Eating for 1 ms
11:18:19.160 [Hungry-Philosopher-4; Meals=146]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.161 [Hungry-Philosopher-5; Meals=144]: Waiting for a nice seat...
11:18:19.169 [Hungry-Philosopher-4; Meals=146]: Stand up from seat (Chair-3)
11:18:19.176 [Hungry-Philosopher-4; Meals=146]: Mediating for 5 ms
11:18:19.177 [Hungry-Philosopher-2; Meals=140]: Found a nice seat (Chair-3)
11:18:19.185 [Hungry-Philosopher-2; Meals=140]: Waiting for 2 forks...
11:18:19.190 [Hungry-Philosopher-4; Meals=146]: Waiting for a nice seat...
11:18:19.191 [Hungry-Philosopher-2; Meals=140]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.198 [Hungry-Philosopher-2; Meals=141]: Eating for 1 ms
11:18:19.198 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.206 [Hungry-Philosopher-2; Meals=141]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.212 [Hungry-Philosopher-2; Meals=141]: Stand up from seat (Chair-3)
11:18:19.212 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.220 [Hungry-Philosopher-2; Meals=141]: Mediating for 5 ms
11:18:19.221 [Hungry-Philosopher-3; Meals=145]: Found a nice seat (Chair-3)
11:18:19.226 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.227 [Hungry-Philosopher-3; Meals=145]: Waiting for 2 forks...
11:18:19.231 [Hungry-Philosopher-2; Meals=141]: Sleeping for 10 ms
11:18:19.234 [Hungry-Philosopher-3; Meals=145]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.241 [Hungry-Philosopher-3; Meals=146]: Eating for 1 ms
11:18:19.241 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.249 [Hungry-Philosopher-2; Meals=141]: Waiting for a nice seat...
11:18:19.250 [Hungry-Philosopher-3; Meals=146]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.256 [Hungry-Philosopher-3; Meals=146]: Stand up from seat (Chair-3)
11:18:19.256 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.262 [Hungry-Philosopher-3; Meals=146]: Mediating for 5 ms
11:18:19.264 [Hungry-Philosopher-1; Meals=135]: Found a nice seat (Chair-3)
11:18:19.269 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.270 [Hungry-Philosopher-1; Meals=135]: Waiting for 2 forks...
11:18:19.273 [Hungry-Philosopher-3; Meals=146]: Waiting for a nice seat...
11:18:19.278 [Hungry-Philosopher-1; Meals=135]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.282 [Hungry-Philosopher-3; Meals=146]: I'm banned for 5 ms :'(
11:18:19.284 [Hungry-Philosopher-4; Meals=146]: I'm banned for 5 ms :'(
11:18:19.285 [Hungry-Philosopher-1; Meals=136]: Eating for 1 ms
11:18:19.293 [Hungry-Philosopher-1; Meals=136]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.299 [Hungry-Philosopher-1; Meals=136]: Stand up from seat (Chair-3)
11:18:19.308 [Hungry-Philosopher-1; Meals=136]: Mediating for 5 ms
11:18:19.309 [Hungry-Philosopher-4; Meals=146]: Found a nice seat (Chair-3)
11:18:19.315 [Hungry-Philosopher-4; Meals=146]: Waiting for 2 forks...
11:18:19.320 [Hungry-Philosopher-1; Meals=136]: Waiting for a nice seat...
11:18:19.322 [Hungry-Philosopher-4; Meals=146]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.329 [Hungry-Philosopher-4; Meals=147]: Eating for 1 ms
11:18:19.336 [Hungry-Philosopher-4; Meals=147]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.342 [Hungry-Philosopher-4; Meals=147]: Stand up from seat (Chair-3)
11:18:19.348 [Hungry-Philosopher-4; Meals=147]: Mediating for 5 ms
11:18:19.349 [Hungry-Philosopher-2; Meals=141]: Found a nice seat (Chair-3)
11:18:19.355 [Hungry-Philosopher-2; Meals=141]: Waiting for 2 forks...
11:18:19.360 [Hungry-Philosopher-4; Meals=147]: Sleeping for 10 ms
11:18:19.361 [Hungry-Philosopher-2; Meals=141]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.368 [Hungry-Philosopher-2; Meals=142]: Eating for 1 ms
11:18:19.375 [Hungry-Philosopher-2; Meals=142]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.377 [Hungry-Philosopher-4; Meals=147]: Waiting for a nice seat...
11:18:19.381 [Hungry-Philosopher-2; Meals=142]: Stand up from seat (Chair-3)
11:18:19.386 [Hungry-Philosopher-4; Meals=147]: I'm banned for 5 ms :'(
11:18:19.388 [Hungry-Philosopher-2; Meals=142]: Mediating for 5 ms
11:18:19.389 [Hungry-Philosopher-1; Meals=136]: Found a nice seat (Chair-3)
11:18:19.398 [Hungry-Philosopher-1; Meals=136]: Waiting for 2 forks...
11:18:19.402 [Hungry-Philosopher-2; Meals=142]: Waiting for a nice seat...
11:18:19.404 [Hungry-Philosopher-4; Meals=147]: I'm banned for 5 ms :'(
11:18:19.406 [Hungry-Philosopher-1; Meals=136]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.414 [Hungry-Philosopher-1; Meals=137]: Eating for 1 ms
11:18:19.422 [Hungry-Philosopher-1; Meals=137]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.429 [Hungry-Philosopher-1; Meals=137]: Stand up from seat (Chair-3)
11:18:19.435 [Hungry-Philosopher-1; Meals=137]: Mediating for 5 ms
11:18:19.435 [Hungry-Philosopher-3; Meals=146]: Found a nice seat (Chair-3)
11:18:19.441 [Hungry-Philosopher-3; Meals=146]: Waiting for 2 forks...
11:18:19.446 [Hungry-Philosopher-1; Meals=137]: Waiting for a nice seat...
11:18:19.448 [Hungry-Philosopher-3; Meals=146]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.454 [Hungry-Philosopher-3; Meals=147]: Eating for 1 ms
11:18:19.461 [Hungry-Philosopher-3; Meals=147]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.467 [Hungry-Philosopher-3; Meals=147]: Stand up from seat (Chair-3)
11:18:19.473 [Hungry-Philosopher-3; Meals=147]: Mediating for 5 ms
11:18:19.475 [Hungry-Philosopher-5; Meals=144]: Found a nice seat (Chair-3)
11:18:19.482 [Hungry-Philosopher-5; Meals=144]: Waiting for 2 forks...
11:18:19.486 [Hungry-Philosopher-3; Meals=147]: Sleeping for 10 ms
11:18:19.489 [Hungry-Philosopher-5; Meals=144]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.496 [Hungry-Philosopher-5; Meals=145]: Eating for 1 ms
11:18:19.503 [Hungry-Philosopher-3; Meals=147]: Waiting for a nice seat...
11:18:19.503 [Hungry-Philosopher-5; Meals=145]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.511 [Hungry-Philosopher-5; Meals=145]: Stand up from seat (Chair-3)
11:18:19.517 [Hungry-Philosopher-5; Meals=145]: Mediating for 5 ms
11:18:19.518 [Hungry-Philosopher-4; Meals=147]: Found a nice seat (Chair-3)
11:18:19.526 [Hungry-Philosopher-4; Meals=147]: Waiting for 2 forks...
11:18:19.531 [Hungry-Philosopher-5; Meals=145]: Waiting for a nice seat...
11:18:19.535 [Hungry-Philosopher-4; Meals=147]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.542 [Hungry-Philosopher-4; Meals=148]: Eating for 1 ms
11:18:19.549 [Hungry-Philosopher-4; Meals=148]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.558 [Hungry-Philosopher-4; Meals=148]: Stand up from seat (Chair-3)
11:18:19.566 [Hungry-Philosopher-4; Meals=148]: Mediating for 5 ms
11:18:19.567 [Hungry-Philosopher-5; Meals=145]: Found a nice seat (Chair-3)
11:18:19.574 [Hungry-Philosopher-5; Meals=145]: Waiting for 2 forks...
11:18:19.579 [Hungry-Philosopher-4; Meals=148]: Waiting for a nice seat...
11:18:19.581 [Hungry-Philosopher-5; Meals=145]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.587 [Hungry-Philosopher-4; Meals=148]: I'm banned for 5 ms :'(
11:18:19.587 [Hungry-Philosopher-5; Meals=146]: Eating for 1 ms
11:18:19.596 [Hungry-Philosopher-5; Meals=146]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.603 [Hungry-Philosopher-4; Meals=148]: I'm banned for 5 ms :'(
11:18:19.604 [Hungry-Philosopher-5; Meals=146]: Stand up from seat (Chair-3)
11:18:19.611 [Hungry-Philosopher-5; Meals=146]: Mediating for 5 ms
11:18:19.612 [Hungry-Philosopher-1; Meals=137]: Found a nice seat (Chair-3)
11:18:19.618 [Hungry-Philosopher-1; Meals=137]: Waiting for 2 forks...
11:18:19.618 [Hungry-Philosopher-4; Meals=148]: I'm banned for 5 ms :'(
11:18:19.623 [Hungry-Philosopher-5; Meals=146]: Waiting for a nice seat...
11:18:19.627 [Hungry-Philosopher-1; Meals=137]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.635 [Hungry-Philosopher-4; Meals=148]: I'm banned for 5 ms :'(
11:18:19.636 [Hungry-Philosopher-1; Meals=138]: Eating for 1 ms
11:18:19.642 [Hungry-Philosopher-1; Meals=138]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.648 [Hungry-Philosopher-1; Meals=138]: Stand up from seat (Chair-3)
11:18:19.654 [Hungry-Philosopher-1; Meals=138]: Mediating for 5 ms
11:18:19.656 [Hungry-Philosopher-4; Meals=148]: Found a nice seat (Chair-3)
11:18:19.663 [Hungry-Philosopher-4; Meals=148]: Waiting for 2 forks...
11:18:19.666 [Hungry-Philosopher-1; Meals=138]: Sleeping for 10 ms
11:18:19.670 [Hungry-Philosopher-4; Meals=148]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.676 [Hungry-Philosopher-4; Meals=149]: Eating for 1 ms
11:18:19.683 [Hungry-Philosopher-1; Meals=138]: Waiting for a nice seat...
11:18:19.683 [Hungry-Philosopher-4; Meals=149]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.690 [Hungry-Philosopher-4; Meals=149]: Stand up from seat (Chair-3)
11:18:19.696 [Hungry-Philosopher-4; Meals=149]: Mediating for 5 ms
11:18:19.698 [Hungry-Philosopher-5; Meals=146]: Found a nice seat (Chair-3)
11:18:19.704 [Hungry-Philosopher-5; Meals=146]: Waiting for 2 forks...
11:18:19.708 [Hungry-Philosopher-4; Meals=149]: Waiting for a nice seat...
11:18:19.710 [Hungry-Philosopher-5; Meals=146]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.718 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.718 [Hungry-Philosopher-5; Meals=147]: Eating for 1 ms
11:18:19.727 [Hungry-Philosopher-5; Meals=147]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.732 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.734 [Hungry-Philosopher-5; Meals=147]: Stand up from seat (Chair-3)
11:18:19.740 [Hungry-Philosopher-5; Meals=147]: Mediating for 5 ms
11:18:19.743 [Hungry-Philosopher-3; Meals=147]: Found a nice seat (Chair-3)
11:18:19.746 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.752 [Hungry-Philosopher-3; Meals=147]: Waiting for 2 forks...
11:18:19.753 [Hungry-Philosopher-5; Meals=147]: Sleeping for 10 ms
11:18:19.759 [Hungry-Philosopher-3; Meals=147]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.762 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.767 [Hungry-Philosopher-3; Meals=148]: Eating for 1 ms
11:18:19.769 [Hungry-Philosopher-5; Meals=147]: Waiting for a nice seat...
11:18:19.775 [Hungry-Philosopher-3; Meals=148]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.777 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.783 [Hungry-Philosopher-3; Meals=148]: Stand up from seat (Chair-3)
11:18:19.789 [Hungry-Philosopher-3; Meals=148]: Mediating for 5 ms
11:18:19.790 [Hungry-Philosopher-5; Meals=147]: Found a nice seat (Chair-3)
11:18:19.792 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.796 [Hungry-Philosopher-5; Meals=147]: Waiting for 2 forks...
11:18:19.803 [Hungry-Philosopher-3; Meals=148]: Waiting for a nice seat...
11:18:19.803 [Hungry-Philosopher-5; Meals=147]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.807 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.810 [Hungry-Philosopher-5; Meals=148]: Eating for 1 ms
11:18:19.819 [Hungry-Philosopher-5; Meals=148]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.822 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.826 [Hungry-Philosopher-5; Meals=148]: Stand up from seat (Chair-3)
11:18:19.833 [Hungry-Philosopher-5; Meals=148]: Mediating for 5 ms
11:18:19.834 [Hungry-Philosopher-1; Meals=138]: Found a nice seat (Chair-3)
11:18:19.837 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.842 [Hungry-Philosopher-1; Meals=138]: Waiting for 2 forks...
11:18:19.845 [Hungry-Philosopher-5; Meals=148]: Waiting for a nice seat...
11:18:19.850 [Hungry-Philosopher-1; Meals=138]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.852 [Hungry-Philosopher-4; Meals=149]: I'm banned for 5 ms :'(
11:18:19.857 [Hungry-Philosopher-1; Meals=139]: Eating for 1 ms
11:18:19.864 [Hungry-Philosopher-1; Meals=139]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.870 [Hungry-Philosopher-1; Meals=139]: Stand up from seat (Chair-3)
11:18:19.876 [Hungry-Philosopher-1; Meals=139]: Mediating for 5 ms
11:18:19.877 [Hungry-Philosopher-4; Meals=149]: Found a nice seat (Chair-3)
11:18:19.885 [Hungry-Philosopher-4; Meals=149]: Waiting for 2 forks...
11:18:19.890 [Hungry-Philosopher-1; Meals=139]: Waiting for a nice seat...
11:18:19.891 [Hungry-Philosopher-4; Meals=149]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.897 [Hungry-Philosopher-4; Meals=150]: Eating for 1 ms
11:18:19.904 [Hungry-Philosopher-4; Meals=150]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.910 [Hungry-Philosopher-4; Meals=150]: Stand up from seat (Chair-3)
11:18:19.916 [Hungry-Philosopher-4; Meals=150]: Mediating for 5 ms
11:18:19.917 [Hungry-Philosopher-5; Meals=148]: Found a nice seat (Chair-3)
11:18:19.925 [Hungry-Philosopher-5; Meals=148]: Waiting for 2 forks...
11:18:19.930 [Hungry-Philosopher-4; Meals=150]: Sleeping for 10 ms
11:18:19.932 [Hungry-Philosopher-5; Meals=148]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.939 [Hungry-Philosopher-5; Meals=149]: Eating for 1 ms
11:18:19.946 [Hungry-Philosopher-5; Meals=149]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:19.949 [Hungry-Philosopher-4; Meals=150]: Waiting for a nice seat...
11:18:19.953 [Hungry-Philosopher-5; Meals=149]: Stand up from seat (Chair-3)
11:18:19.958 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:19.961 [Hungry-Philosopher-5; Meals=149]: Mediating for 5 ms
11:18:19.962 [Hungry-Philosopher-3; Meals=148]: Found a nice seat (Chair-3)
11:18:19.971 [Hungry-Philosopher-3; Meals=148]: Waiting for 2 forks...
11:18:19.975 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:19.975 [Hungry-Philosopher-5; Meals=149]: Waiting for a nice seat...
11:18:19.980 [Hungry-Philosopher-3; Meals=148]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:19.990 [Hungry-Philosopher-3; Meals=149]: Eating for 1 ms
11:18:19.991 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.002 [Hungry-Philosopher-3; Meals=149]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.007 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.009 [Hungry-Philosopher-3; Meals=149]: Stand up from seat (Chair-3)
11:18:20.018 [Hungry-Philosopher-3; Meals=149]: Mediating for 5 ms
11:18:20.019 [Hungry-Philosopher-5; Meals=149]: Found a nice seat (Chair-3)
11:18:20.022 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.027 [Hungry-Philosopher-5; Meals=149]: Waiting for 2 forks...
11:18:20.032 [Hungry-Philosopher-3; Meals=149]: Waiting for a nice seat...
11:18:20.037 [Hungry-Philosopher-5; Meals=149]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.038 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.046 [Hungry-Philosopher-5; Meals=150]: Eating for 1 ms
11:18:20.055 [Hungry-Philosopher-5; Meals=150]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.056 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.064 [Hungry-Philosopher-5; Meals=150]: Stand up from seat (Chair-3)
11:18:20.071 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.073 [Hungry-Philosopher-5; Meals=150]: Mediating for 5 ms
11:18:20.075 [Hungry-Philosopher-3; Meals=149]: Found a nice seat (Chair-3)
11:18:20.087 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.088 [Hungry-Philosopher-3; Meals=149]: Waiting for 2 forks...
11:18:20.088 [Hungry-Philosopher-5; Meals=150]: Sleeping for 10 ms
11:18:20.096 [Hungry-Philosopher-3; Meals=149]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.103 [Hungry-Philosopher-3; Meals=150]: Eating for 1 ms
11:18:20.103 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.106 [Hungry-Philosopher-5; Meals=150]: Waiting for a nice seat...
11:18:20.113 [Hungry-Philosopher-3; Meals=150]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.117 [Hungry-Philosopher-5; Meals=150]: I'm banned for 5 ms :'(
11:18:20.123 [Hungry-Philosopher-3; Meals=150]: Stand up from seat (Chair-3)
11:18:20.123 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.135 [Hungry-Philosopher-3; Meals=150]: Mediating for 5 ms
11:18:20.135 [Hungry-Philosopher-5; Meals=150]: I'm banned for 5 ms :'(
11:18:20.136 [Hungry-Philosopher-1; Meals=139]: Found a nice seat (Chair-3)
11:18:20.141 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.145 [Hungry-Philosopher-1; Meals=139]: Waiting for 2 forks...
11:18:20.150 [Hungry-Philosopher-3; Meals=150]: Sleeping for 10 ms
11:18:20.153 [Hungry-Philosopher-5; Meals=150]: I'm banned for 5 ms :'(
11:18:20.155 [Hungry-Philosopher-1; Meals=139]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.164 [Hungry-Philosopher-4; Meals=150]: I'm banned for 5 ms :'(
11:18:20.167 [Hungry-Philosopher-1; Meals=140]: Eating for 1 ms
11:18:20.173 [Hungry-Philosopher-3; Meals=150]: Waiting for a nice seat...
11:18:20.178 [Hungry-Philosopher-1; Meals=140]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.189 [Hungry-Philosopher-1; Meals=140]: Stand up from seat (Chair-3)
11:18:20.200 [Hungry-Philosopher-1; Meals=140]: Mediating for 5 ms
11:18:20.201 [Hungry-Philosopher-2; Meals=142]: Found a nice seat (Chair-3)
11:18:20.210 [Hungry-Philosopher-2; Meals=142]: Waiting for 2 forks...
11:18:20.214 [Hungry-Philosopher-1; Meals=140]: Waiting for a nice seat...
11:18:20.220 [Hungry-Philosopher-2; Meals=142]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.229 [Hungry-Philosopher-2; Meals=143]: Eating for 1 ms
11:18:20.237 [Hungry-Philosopher-2; Meals=143]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.243 [Hungry-Philosopher-2; Meals=143]: Stand up from seat (Chair-3)
11:18:20.249 [Hungry-Philosopher-2; Meals=143]: Mediating for 5 ms
11:18:20.250 [Hungry-Philosopher-1; Meals=140]: Found a nice seat (Chair-3)
11:18:20.256 [Hungry-Philosopher-1; Meals=140]: Waiting for 2 forks...
11:18:20.260 [Hungry-Philosopher-2; Meals=143]: Waiting for a nice seat...
11:18:20.262 [Hungry-Philosopher-1; Meals=140]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.268 [Hungry-Philosopher-1; Meals=141]: Eating for 1 ms
11:18:20.275 [Hungry-Philosopher-1; Meals=141]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.281 [Hungry-Philosopher-1; Meals=141]: Stand up from seat (Chair-3)
11:18:20.287 [Hungry-Philosopher-1; Meals=141]: Mediating for 5 ms
11:18:20.288 [Hungry-Philosopher-3; Meals=150]: Found a nice seat (Chair-3)
11:18:20.294 [Hungry-Philosopher-3; Meals=150]: Waiting for 2 forks...
11:18:20.298 [Hungry-Philosopher-1; Meals=141]: Sleeping for 10 ms
11:18:20.301 [Hungry-Philosopher-3; Meals=150]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:20.309 [Hungry-Philosopher-3; Meals=151]: Eating for 1 ms
11:18:20.317 [Hungry-Philosopher-1; Meals=141]: Waiting for a nice seat...
11:18:20.318 [Hungry-Philosopher-3; Meals=151]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:20.327 [Hungry-Philosopher-3; Meals=151]: Stand up from seat (Chair-3)
11:18:20.333 [Hungry-Philosopher-3; Meals=151]: Mediating for 5 ms
