12:04:47.548 [Hungry-Philosopher-1; Meals=0]: I'm alive!
12:05:24.676 [Philosopher-2; Meals=152]: Picked up fork (Fork-2 from Chair-2)
12:05:24.679 [Philosopher-4; Meals=162]: I'm banned for 0 ms :'(
12:05:24.686 [Hungry-Philosopher-1; Meals=162]: I'm banned for 0 ms :'(
12:05:24.687 [Philosopher-2; Meals=152]: Picked up fork (Fork-2 from Chair-2)
12:05:24.688 [Philosopher-3; Meals=162]: I'm banned for 0 ms :'(
12:05:24.699 [Hungry-Philosopher-1; Meals=162]: I'm banned for 0 ms :'(
12:05:24.699 [Philosopher-4; Meals=162]: I'm banned for 0 ms :'(
12:05:24.700 [Philosopher-2; Meals=152]: Found 2 forks! :D
12:05:24.710 [Hungry-Philosopher-1; Meals=162]: I'm banned for 0 ms :'(
12:05:24.710 [Philosopher-2; Meals=153]: Eating for 1 ms
12:05:24.710 [Philosopher-3; Meals=162]: I'm banned for 0 ms :'(
12:05:24.710 [Philosopher-4; Meals=162]: I'm banned for 0 ms :'(
12:05:24.720 [Philosopher-3; Meals=162]: Found a nice seat (Chair-1)
12:05:24.728 [Hungry-Philosopher-1; Meals=162]: Found a nice seat (Chair-4)
12:05:24.728 [Philosopher-4; Meals=162]: Found a nice seat (Chair-3)
12:05:24.730 [Philosopher-3; Meals=162]: Waiting for 2 forks...
12:05:24.734 [Philosopher-2; Meals=153]: Release my fork (Fork-2 from Chair-2)
12:05:24.738 [Hungry-Philosopher-1; Meals=162]: Waiting for 2 forks...
12:05:24.739 [Philosopher-3; Meals=162]: Picked up fork (Fork-1 from Chair-1)
12:05:24.739 [Philosopher-4; Meals=162]: Waiting for 2 forks...
12:05:24.745 [Philosopher-2; Meals=153]: Release my fork (Fork-1 from Chair-1)
12:05:24.749 [Philosopher-3; Meals=162]: Release my fork (Fork-4 from Chair-4)
12:05:24.749 [Philosopher-4; Meals=162]: Picked up fork (Fork-3 from Chair-3)
12:05:24.755 [Philosopher-2; Meals=153]: Stand up from seat (Chair-2)
12:05:24.758 [Philosopher-4; Meals=162]: Picked up fork (Fork-3 from Chair-3)
12:05:24.762 [Philosopher-2; Meals=153]: Mediating for 5 ms
12:05:24.767 [Philosopher-4; Meals=162]: Found 2 forks! :D
12:05:24.776 [Philosopher-2; Meals=153]: Sleeping for 10 ms
12:05:24.778 [Philosopher-4; Meals=163]: Eating for 1 ms
12:05:24.786 [Philosopher-4; Meals=163]: Release my fork (Fork-3 from Chair-3)
12:05:24.792 [Philosopher-4; Meals=163]: Release my fork (Fork-2 from Chair-2)
12:05:24.793 [Philosopher-2; Meals=153]: Waiting for a nice seat...
12:05:24.801 [Philosopher-2; Meals=153]: Found a nice seat (Chair-2)
12:05:24.801 [Philosopher-4; Meals=163]: Stand up from seat (Chair-3)
12:05:24.808 [Philosopher-2; Meals=153]: Waiting for 2 forks...
12:05:24.808 [Philosopher-4; Meals=163]: Mediating for 5 ms
12:05:24.817 [Philosopher-2; Meals=153]: Picked up fork (Fork-2 from Chair-2)
12:05:24.822 [Philosopher-4; Meals=163]: Waiting for a nice seat...
12:05:24.824 [Philosopher-2; Meals=153]: Picked up fork (Fork-2 from Chair-2)
12:05:24.830 [Philosopher-4; Meals=163]: I'm banned for 0 ms :'(
12:05:24.832 [Philosopher-2; Meals=153]: Found 2 forks! :D
12:05:24.837 [Philosopher-4; Meals=163]: I'm banned for 0 ms :'(
12:05:24.838 [Philosopher-2; Meals=154]: Eating for 1 ms
12:05:24.844 [Philosopher-4; Meals=163]: Found a nice seat (Chair-3)
12:05:24.845 [Philosopher-2; Meals=154]: Release my fork (Fork-2 from Chair-2)
12:05:24.851 [Philosopher-2; Meals=154]: Release my fork (Fork-1 from Chair-1)
12:05:24.851 [Philosopher-4; Meals=163]: Waiting for 2 forks...
12:05:24.854 [Philosopher-3; Meals=162]: Picked up fork (Fork-1 from Chair-1)
12:05:24.858 [Philosopher-4; Meals=163]: Picked up fork (Fork-3 from Chair-3)
12:05:24.859 [Philosopher-2; Meals=154]: Stand up from seat (Chair-2)
12:05:24.864 [Philosopher-3; Meals=162]: Picked up fork (Fork-1 from Chair-1)
12:05:24.865 [Philosopher-4; Meals=163]: Picked up fork (Fork-3 from Chair-3)
12:05:24.869 [Philosopher-2; Meals=154]: Mediating for 5 ms
12:05:24.873 [Philosopher-3; Meals=162]: Found 2 forks! :D
12:05:24.873 [Philosopher-4; Meals=163]: Found 2 forks! :D
12:05:24.881 [Philosopher-3; Meals=163]: Eating for 1 ms
12:05:24.881 [Philosopher-4; Meals=164]: Eating for 1 ms
12:05:24.882 [Philosopher-2; Meals=154]: Waiting for a nice seat...
12:05:24.890 [Philosopher-4; Meals=164]: Release my fork (Fork-3 from Chair-3)
12:05:24.891 [Philosopher-2; Meals=154]: Found a nice seat (Chair-2)
12:05:24.891 [Philosopher-3; Meals=163]: Release my fork (Fork-4 from Chair-4)
12:05:24.898 [Philosopher-2; Meals=154]: Waiting for 2 forks...
12:05:24.899 [Philosopher-3; Meals=163]: Release my fork (Fork-1 from Chair-1)
12:05:24.899 [Philosopher-4; Meals=164]: Release my fork (Fork-2 from Chair-2)
12:05:24.906 [Philosopher-4; Meals=164]: Stand up from seat (Chair-3)
12:05:24.907 [Philosopher-2; Meals=154]: Picked up fork (Fork-2 from Chair-2)
12:05:24.908 [Philosopher-3; Meals=163]: Stand up from seat (Chair-1)
12:05:24.914 [Philosopher-2; Meals=154]: Picked up fork (Fork-2 from Chair-2)
12:05:24.916 [Philosopher-4; Meals=164]: Mediating for 5 ms
12:05:24.918 [Philosopher-3; Meals=163]: Mediating for 5 ms
12:05:24.923 [Philosopher-2; Meals=154]: Found 2 forks! :D
12:05:24.930 [Philosopher-4; Meals=164]: Waiting for a nice seat...
12:05:24.931 [Philosopher-2; Meals=155]: Eating for 1 ms
12:05:24.931 [Philosopher-3; Meals=163]: Waiting for a nice seat...
12:05:24.939 [Philosopher-2; Meals=155]: Release my fork (Fork-2 from Chair-2)
12:05:24.940 [Philosopher-3; Meals=163]: Found a nice seat (Chair-1)
12:05:24.940 [Philosopher-4; Meals=164]: Found a nice seat (Chair-3)
12:05:24.946 [Philosopher-2; Meals=155]: Release my fork (Fork-1 from Chair-1)
12:05:24.949 [Philosopher-3; Meals=163]: Waiting for 2 forks...
12:05:24.949 [Philosopher-4; Meals=164]: Waiting for 2 forks...
12:05:24.955 [Philosopher-2; Meals=155]: Stand up from seat (Chair-2)
12:05:24.955 [Philosopher-3; Meals=163]: Picked up fork (Fork-1 from Chair-1)
12:05:24.957 [Philosopher-4; Meals=164]: Picked up fork (Fork-3 from Chair-3)
12:05:24.965 [Philosopher-2; Meals=155]: Mediating for 5 ms
12:05:24.965 [Philosopher-3; Meals=163]: Picked up fork (Fork-1 from Chair-1)
12:05:24.965 [Philosopher-4; Meals=164]: Picked up fork (Fork-3 from Chair-3)
12:05:24.974 [Philosopher-3; Meals=163]: Found 2 forks! :D
12:05:24.974 [Philosopher-4; Meals=164]: Found 2 forks! :D
12:05:24.977 [Philosopher-2; Meals=155]: Waiting for a nice seat...
12:05:24.983 [Philosopher-3; Meals=164]: Eating for 1 ms
12:05:24.983 [Philosopher-4; Meals=165]: Eating for 1 ms
12:05:24.984 [Philosopher-2; Meals=155]: Found a nice seat (Chair-2)
12:05:24.991 [Philosopher-4; Meals=165]: Release my fork (Fork-3 from Chair-3)
12:05:24.993 [Philosopher-2; Meals=155]: Waiting for 2 forks...
12:05:24.993 [Philosopher-3; Meals=164]: Release my fork (Fork-4 from Chair-4)
12:05:25.000 [Philosopher-4; Meals=165]: Release my fork (Fork-2 from Chair-2)
12:05:25.002 [Philosopher-3; Meals=164]: Release my fork (Fork-1 from Chair-1)
12:05:25.007 [Philosopher-4; Meals=165]: Stand up from seat (Chair-3)
12:05:25.008 [Philosopher-3; Meals=164]: Stand up from seat (Chair-1)
12:05:25.016 [Philosopher-3; Meals=164]: Mediating for 5 ms
12:05:25.016 [Philosopher-4; Meals=165]: Mediating for 5 ms
12:05:25.029 [Philosopher-3; Meals=164]: Waiting for a nice seat...
12:05:25.029 [Philosopher-4; Meals=165]: Sleeping for 10 ms
12:05:25.037 [Philosopher-3; Meals=164]: Found a nice seat (Chair-1)
12:05:25.044 [Philosopher-3; Meals=164]: Waiting for 2 forks...
12:05:25.047 [Philosopher-4; Meals=165]: Waiting for a nice seat...
12:05:25.051 [Philosopher-3; Meals=164]: Picked up fork (Fork-1 from Chair-1)
12:05:25.055 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.059 [Philosopher-3; Meals=164]: Picked up fork (Fork-1 from Chair-1)
12:05:25.063 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.068 [Philosopher-3; Meals=164]: Found 2 forks! :D
12:05:25.071 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.075 [Philosopher-3; Meals=165]: Eating for 1 ms
12:05:25.078 [Hungry-Philosopher-1; Meals=162]: Picked up fork (Fork-4 from Chair-4)
12:05:25.079 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.086 [Hungry-Philosopher-1; Meals=162]: Release my fork (Fork-3 from Chair-3)
12:05:25.086 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.087 [Philosopher-3; Meals=165]: Release my fork (Fork-4 from Chair-4)
12:05:25.094 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.096 [Philosopher-3; Meals=165]: Release my fork (Fork-1 from Chair-1)
12:05:25.101 [Philosopher-2; Meals=155]: Picked up fork (Fork-2 from Chair-2)
12:05:25.103 [Philosopher-3; Meals=165]: Stand up from seat (Chair-1)
12:05:25.103 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.111 [Philosopher-3; Meals=165]: Mediating for 5 ms
12:05:25.112 [Philosopher-2; Meals=155]: Picked up fork (Fork-2 from Chair-2)
12:05:25.113 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.121 [Philosopher-2; Meals=155]: Found 2 forks! :D
12:05:25.124 [Philosopher-4; Meals=165]: I'm banned for 0 ms :'(
12:05:25.126 [Philosopher-3; Meals=165]: Sleeping for 10 ms
12:05:25.132 [Philosopher-2; Meals=156]: Eating for 1 ms
12:05:25.133 [Philosopher-4; Meals=165]: Found a nice seat (Chair-1)
12:05:25.143 [Philosopher-2; Meals=156]: Release my fork (Fork-2 from Chair-2)
12:05:25.143 [Philosopher-4; Meals=165]: Waiting for 2 forks...
12:05:25.146 [Philosopher-3; Meals=165]: Waiting for a nice seat...
12:05:25.152 [Philosopher-2; Meals=156]: Release my fork (Fork-1 from Chair-1)
12:05:25.152 [Philosopher-4; Meals=165]: Picked up fork (Fork-1 from Chair-1)
12:05:25.156 [Philosopher-3; Meals=165]: Found a nice seat (Chair-3)
12:05:25.163 [Philosopher-2; Meals=156]: Stand up from seat (Chair-2)
12:05:25.163 [Philosopher-4; Meals=165]: Picked up fork (Fork-1 from Chair-1)
12:05:25.166 [Philosopher-3; Meals=165]: Waiting for 2 forks...
12:05:25.174 [Philosopher-2; Meals=156]: Mediating for 5 ms
12:05:25.174 [Philosopher-4; Meals=165]: Found 2 forks! :D
12:05:25.175 [Philosopher-3; Meals=165]: Picked up fork (Fork-3 from Chair-3)
12:05:25.184 [Philosopher-4; Meals=166]: Eating for 1 ms
12:05:25.185 [Philosopher-3; Meals=165]: Picked up fork (Fork-3 from Chair-3)
12:05:25.188 [Philosopher-2; Meals=156]: Sleeping for 10 ms
12:05:25.192 [Philosopher-3; Meals=165]: Found 2 forks! :D
12:05:25.195 [Philosopher-4; Meals=166]: Release my fork (Fork-4 from Chair-4)
12:05:25.200 [Philosopher-3; Meals=166]: Eating for 1 ms
12:05:25.202 [Philosopher-4; Meals=166]: Release my fork (Fork-1 from Chair-1)
12:05:25.207 [Philosopher-2; Meals=156]: Waiting for a nice seat...
12:05:25.208 [Philosopher-3; Meals=166]: Release my fork (Fork-3 from Chair-3)
12:05:25.210 [Philosopher-4; Meals=166]: Stand up from seat (Chair-1)
12:05:25.217 [Philosopher-2; Meals=156]: Found a nice seat (Chair-1)
12:05:25.217 [Philosopher-3; Meals=166]: Release my fork (Fork-2 from Chair-2)
12:05:25.217 [Philosopher-4; Meals=166]: Mediating for 5 ms
12:05:25.224 [Philosopher-3; Meals=166]: Stand up from seat (Chair-3)
12:05:25.226 [Philosopher-2; Meals=156]: Waiting for 2 forks...
12:05:25.231 [Philosopher-4; Meals=166]: Waiting for a nice seat...
12:05:25.234 [Philosopher-3; Meals=166]: Mediating for 5 ms
12:05:25.236 [Philosopher-2; Meals=156]: Picked up fork (Fork-1 from Chair-1)
12:05:25.241 [Philosopher-4; Meals=166]: I'm banned for 0 ms :'(
12:05:25.245 [Philosopher-2; Meals=156]: Picked up fork (Fork-1 from Chair-1)
12:05:25.249 [Philosopher-3; Meals=166]: Waiting for a nice seat...
12:05:25.253 [Philosopher-2; Meals=156]: Found 2 forks! :D
12:05:25.253 [Philosopher-4; Meals=166]: I'm banned for 0 ms :'(
12:05:25.259 [Philosopher-3; Meals=166]: I'm banned for 0 ms :'(
12:05:25.262 [Philosopher-4; Meals=166]: I'm banned for 0 ms :'(
12:05:25.264 [Philosopher-2; Meals=157]: Eating for 1 ms
12:05:25.273 [Philosopher-2; Meals=157]: Release my fork (Fork-4 from Chair-4)
12:05:25.273 [Philosopher-3; Meals=166]: Found a nice seat (Chair-2)
12:05:25.273 [Philosopher-4; Meals=166]: Found a nice seat (Chair-3)
12:05:25.280 [Philosopher-2; Meals=157]: Release my fork (Fork-1 from Chair-1)
12:05:25.282 [Philosopher-3; Meals=166]: Waiting for 2 forks...
12:05:25.282 [Philosopher-4; Meals=166]: Waiting for 2 forks...
12:05:25.288 [Philosopher-2; Meals=157]: Stand up from seat (Chair-1)
12:05:25.290 [Philosopher-3; Meals=166]: Picked up fork (Fork-2 from Chair-2)
12:05:25.290 [Philosopher-4; Meals=166]: Picked up fork (Fork-3 from Chair-3)
12:05:25.297 [Philosopher-3; Meals=166]: Picked up fork (Fork-2 from Chair-2)
12:05:25.298 [Philosopher-2; Meals=157]: Mediating for 5 ms
12:05:25.298 [Philosopher-4; Meals=166]: Release my fork (Fork-3 from Chair-3)
12:05:25.306 [Philosopher-3; Meals=166]: Found 2 forks! :D
12:05:25.312 [Philosopher-2; Meals=157]: Waiting for a nice seat...
12:05:25.317 [Philosopher-3; Meals=167]: Eating for 1 ms
12:05:25.321 [Philosopher-2; Meals=157]: Found a nice seat (Chair-1)
12:05:25.326 [Philosopher-3; Meals=167]: Release my fork (Fork-2 from Chair-2)
12:05:25.330 [Philosopher-2; Meals=157]: Waiting for 2 forks...
12:05:25.333 [Philosopher-3; Meals=167]: Release my fork (Fork-1 from Chair-1)
12:05:25.335 [Hungry-Philosopher-1; Meals=162]: Picked up fork (Fork-4 from Chair-4)
12:05:25.341 [Philosopher-3; Meals=167]: Stand up from seat (Chair-2)
12:05:25.342 [Hungry-Philosopher-1; Meals=162]: Picked up fork (Fork-4 from Chair-4)
12:05:25.348 [Philosopher-3; Meals=167]: Mediating for 5 ms
12:05:25.349 [Hungry-Philosopher-1; Meals=162]: Found 2 forks! :D
12:05:25.355 [Hungry-Philosopher-1; Meals=163]: Eating for 1 ms
12:05:25.359 [Philosopher-3; Meals=167]: Waiting for a nice seat...
12:05:25.363 [Hungry-Philosopher-1; Meals=163]: Release my fork (Fork-3 from Chair-3)
12:05:25.367 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.370 [Hungry-Philosopher-1; Meals=163]: Release my fork (Fork-4 from Chair-4)
12:05:25.375 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.378 [Hungry-Philosopher-1; Meals=163]: Stand up from seat (Chair-4)
12:05:25.382 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.385 [Hungry-Philosopher-1; Meals=163]: Mediating for 2 ms
12:05:25.389 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.394 [Hungry-Philosopher-1; Meals=163]: Waiting for a nice seat...
12:05:25.397 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.401 [Hungry-Philosopher-1; Meals=163]: Found a nice seat (Chair-2)
12:05:25.405 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.411 [Hungry-Philosopher-1; Meals=163]: Waiting for 2 forks...
12:05:25.415 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.420 [Hungry-Philosopher-1; Meals=163]: Picked up fork (Fork-2 from Chair-2)
12:05:25.423 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.428 [Hungry-Philosopher-1; Meals=163]: Picked up fork (Fork-2 from Chair-2)
12:05:25.434 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.438 [Hungry-Philosopher-1; Meals=163]: Found 2 forks! :D
12:05:25.444 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.446 [Hungry-Philosopher-1; Meals=164]: Eating for 1 ms
12:05:25.453 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.455 [Hungry-Philosopher-1; Meals=164]: Release my fork (Fork-2 from Chair-2)
12:05:25.461 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.462 [Hungry-Philosopher-1; Meals=164]: Release my fork (Fork-1 from Chair-1)
12:05:25.468 [Hungry-Philosopher-1; Meals=164]: Stand up from seat (Chair-2)
12:05:25.468 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.475 [Hungry-Philosopher-1; Meals=164]: Mediating for 2 ms
12:05:25.475 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.482 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.484 [Hungry-Philosopher-1; Meals=164]: Waiting for a nice seat...
12:05:25.489 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.490 [Hungry-Philosopher-1; Meals=164]: Found a nice seat (Chair-2)
12:05:25.496 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.497 [Hungry-Philosopher-1; Meals=164]: Waiting for 2 forks...
12:05:25.503 [Hungry-Philosopher-1; Meals=164]: Picked up fork (Fork-2 from Chair-2)
12:05:25.503 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.511 [Hungry-Philosopher-1; Meals=164]: Picked up fork (Fork-2 from Chair-2)
12:05:25.511 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.520 [Hungry-Philosopher-1; Meals=164]: Found 2 forks! :D
12:05:25.520 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.526 [Hungry-Philosopher-1; Meals=165]: Eating for 1 ms
12:05:25.526 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.533 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.534 [Hungry-Philosopher-1; Meals=165]: Release my fork (Fork-2 from Chair-2)
12:05:25.540 [Hungry-Philosopher-1; Meals=165]: Release my fork (Fork-1 from Chair-1)
12:05:25.540 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.549 [Hungry-Philosopher-1; Meals=165]: Stand up from seat (Chair-2)
12:05:25.549 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.556 [Hungry-Philosopher-1; Meals=165]: Mediating for 2 ms
12:05:25.556 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.563 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.565 [Hungry-Philosopher-1; Meals=165]: Waiting for a nice seat...
12:05:25.567 [Philosopher-2; Meals=157]: Picked up fork (Fork-1 from Chair-1)
12:05:25.573 [Philosopher-2; Meals=157]: Picked up fork (Fork-1 from Chair-1)
12:05:25.573 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.574 [Hungry-Philosopher-1; Meals=165]: Found a nice seat (Chair-2)
12:05:25.581 [Philosopher-2; Meals=157]: Found 2 forks! :D
12:05:25.583 [Hungry-Philosopher-1; Meals=165]: Waiting for 2 forks...
12:05:25.583 [Philosopher-3; Meals=167]: I'm banned for 0 ms :'(
12:05:25.590 [Hungry-Philosopher-1; Meals=165]: Picked up fork (Fork-2 from Chair-2)
12:05:25.590 [Philosopher-2; Meals=158]: Eating for 1 ms
12:05:25.593 [Philosopher-3; Meals=167]: Found a nice seat (Chair-4)
12:05:25.598 [Hungry-Philosopher-1; Meals=165]: Release my fork (Fork-2 from Chair-2)
12:05:25.599 [Philosopher-2; Meals=158]: Release my fork (Fork-4 from Chair-4)
12:05:25.602 [Philosopher-3; Meals=167]: Waiting for 2 forks...
12:05:25.607 [Philosopher-2; Meals=158]: Release my fork (Fork-1 from Chair-1)
12:05:25.609 [Philosopher-3; Meals=167]: Picked up fork (Fork-4 from Chair-4)
12:05:25.615 [Philosopher-2; Meals=158]: Stand up from seat (Chair-1)
12:05:25.617 [Philosopher-3; Meals=167]: Picked up fork (Fork-4 from Chair-4)
12:05:25.622 [Philosopher-2; Meals=158]: Mediating for 5 ms
12:05:25.623 [Philosopher-3; Meals=167]: Found 2 forks! :D
12:05:25.629 [Philosopher-3; Meals=168]: Eating for 1 ms
12:05:25.634 [Philosopher-2; Meals=158]: Waiting for a nice seat...
12:05:25.636 [Philosopher-4; Meals=166]: Picked up fork (Fork-3 from Chair-3)
12:05:25.637 [Philosopher-3; Meals=168]: Release my fork (Fork-3 from Chair-3)
12:05:25.643 [Philosopher-2; Meals=158]: Found a nice seat (Chair-1)
12:05:25.643 [Philosopher-4; Meals=166]: Release my fork (Fork-2 from Chair-2)
12:05:25.647 [Philosopher-3; Meals=168]: Release my fork (Fork-4 from Chair-4)
12:05:25.651 [Philosopher-2; Meals=158]: Waiting for 2 forks...
12:05:25.656 [Philosopher-3; Meals=168]: Stand up from seat (Chair-4)
12:05:25.659 [Philosopher-2; Meals=158]: Picked up fork (Fork-1 from Chair-1)
12:05:25.663 [Philosopher-3; Meals=168]: Mediating for 5 ms
12:05:25.666 [Philosopher-2; Meals=158]: Picked up fork (Fork-1 from Chair-1)
12:05:25.673 [Philosopher-2; Meals=158]: Found 2 forks! :D
12:05:25.675 [Philosopher-3; Meals=168]: Sleeping for 10 ms
12:05:25.680 [Philosopher-2; Meals=159]: Eating for 1 ms
12:05:25.687 [Philosopher-2; Meals=159]: Release my fork (Fork-4 from Chair-4)
12:05:25.691 [Philosopher-3; Meals=168]: Waiting for a nice seat...
12:05:25.693 [Philosopher-2; Meals=159]: Release my fork (Fork-1 from Chair-1)
12:05:25.700 [Philosopher-3; Meals=168]: Found a nice seat (Chair-4)
12:05:25.702 [Philosopher-2; Meals=159]: Stand up from seat (Chair-1)
12:05:25.708 [Philosopher-3; Meals=168]: Waiting for 2 forks...
12:05:25.711 [Philosopher-2; Meals=159]: Mediating for 5 ms
12:05:25.716 [Philosopher-3; Meals=168]: Picked up fork (Fork-4 from Chair-4)
12:05:25.723 [Philosopher-2; Meals=159]: Sleeping for 10 ms
12:05:25.723 [Philosopher-3; Meals=168]: Picked up fork (Fork-4 from Chair-4)
12:05:25.729 [Philosopher-3; Meals=168]: Found 2 forks! :D
12:05:25.736 [Philosopher-3; Meals=169]: Eating for 1 ms
12:05:25.742 [Philosopher-2; Meals=159]: Waiting for a nice seat...
12:05:25.745 [Philosopher-3; Meals=169]: Release my fork (Fork-3 from Chair-3)
12:05:25.749 [Philosopher-2; Meals=159]: Found a nice seat (Chair-1)
12:05:25.752 [Philosopher-3; Meals=169]: Release my fork (Fork-4 from Chair-4)
12:05:25.758 [Philosopher-2; Meals=159]: Waiting for 2 forks...
12:05:25.759 [Philosopher-3; Meals=169]: Stand up from seat (Chair-4)
12:05:25.766 [Philosopher-2; Meals=159]: Picked up fork (Fork-1 from Chair-1)
12:05:25.769 [Philosopher-3; Meals=169]: Mediating for 5 ms
12:05:25.773 [Philosopher-2; Meals=159]: Picked up fork (Fork-1 from Chair-1)
12:05:25.779 [Philosopher-2; Meals=159]: Found 2 forks! :D
12:05:25.784 [Philosopher-3; Meals=169]: Waiting for a nice seat...
12:05:25.786 [Philosopher-2; Meals=160]: Eating for 1 ms
12:05:25.792 [Philosopher-3; Meals=169]: Found a nice seat (Chair-4)
12:05:25.794 [Philosopher-2; Meals=160]: Release my fork (Fork-4 from Chair-4)
12:05:25.799 [Philosopher-3; Meals=169]: Waiting for 2 forks...
12:05:25.800 [Philosopher-2; Meals=160]: Release my fork (Fork-1 from Chair-1)
12:05:25.805 [Philosopher-3; Meals=169]: Picked up fork (Fork-4 from Chair-4)
12:05:25.807 [Philosopher-2; Meals=160]: Stand up from seat (Chair-1)
12:05:25.813 [Philosopher-3; Meals=169]: Picked up fork (Fork-4 from Chair-4)
12:05:25.814 [Philosopher-2; Meals=160]: Mediating for 5 ms
12:05:25.822 [Philosopher-3; Meals=169]: Found 2 forks! :D
12:05:25.829 [Philosopher-2; Meals=160]: Waiting for a nice seat...
12:05:25.830 [Philosopher-3; Meals=170]: Eating for 1 ms
12:05:25.836 [Philosopher-2; Meals=160]: Found a nice seat (Chair-1)
12:05:25.838 [Philosopher-3; Meals=170]: Release my fork (Fork-3 from Chair-3)
12:05:25.843 [Philosopher-2; Meals=160]: Waiting for 2 forks...
12:05:25.844 [Philosopher-3; Meals=170]: Release my fork (Fork-4 from Chair-4)
12:05:25.851 [Philosopher-2; Meals=160]: Picked up fork (Fork-1 from Chair-1)
12:05:25.852 [Philosopher-3; Meals=170]: Stand up from seat (Chair-4)
12:05:25.858 [Philosopher-2; Meals=160]: Picked up fork (Fork-1 from Chair-1)
12:05:25.858 [Philosopher-3; Meals=170]: Mediating for 5 ms
12:05:25.867 [Philosopher-2; Meals=160]: Found 2 forks! :D
12:05:25.872 [Philosopher-3; Meals=170]: Waiting for a nice seat...
12:05:25.874 [Philosopher-2; Meals=161]: Eating for 1 ms
12:05:25.879 [Philosopher-3; Meals=170]: Found a nice seat (Chair-4)
12:05:25.881 [Philosopher-2; Meals=161]: Release my fork (Fork-4 from Chair-4)
12:05:25.884 [Hungry-Philosopher-1; Meals=165]: Picked up fork (Fork-2 from Chair-2)
12:05:25.887 [Philosopher-3; Meals=170]: Waiting for 2 forks...
12:05:25.888 [Philosopher-2; Meals=161]: Release my fork (Fork-1 from Chair-1)
12:05:25.893 [Hungry-Philosopher-1; Meals=165]: Release my fork (Fork-2 from Chair-2)
12:05:25.897 [Philosopher-3; Meals=170]: Picked up fork (Fork-4 from Chair-4)
12:05:25.898 [Philosopher-2; Meals=161]: Stand up from seat (Chair-1)
12:05:25.907 [Philosopher-2; Meals=161]: Mediating for 5 ms
12:05:25.907 [Philosopher-3; Meals=170]: Picked up fork (Fork-4 from Chair-4)
12:05:25.916 [Philosopher-3; Meals=170]: Found 2 forks! :D
12:05:25.920 [Philosopher-2; Meals=161]: Waiting for a nice seat...
12:05:25.925 [Philosopher-3; Meals=171]: Eating for 1 ms
12:05:25.928 [Philosopher-2; Meals=161]: Found a nice seat (Chair-1)
12:05:25.933 [Philosopher-3; Meals=171]: Release my fork (Fork-3 from Chair-3)
12:05:25.937 [Philosopher-2; Meals=161]: Waiting for 2 forks...
12:05:25.942 [Philosopher-3; Meals=171]: Release my fork (Fork-4 from Chair-4)
12:05:25.945 [Philosopher-2; Meals=161]: Picked up fork (Fork-1 from Chair-1)
12:05:25.951 [Philosopher-2; Meals=161]: Picked up fork (Fork-1 from Chair-1)
12:05:25.951 [Philosopher-3; Meals=171]: Stand up from seat (Chair-4)
12:05:25.958 [Philosopher-3; Meals=171]: Mediating for 5 ms
