11:29:59.257 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:30:37.594 [Hungry-Philosopher-3; Meals=264]: Waiting for a nice seat...
11:30:37.597 [Hungry-Philosopher-4; Meals=255]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.597 [Hungry-Philosopher-5; Meals=257]: Waiting for 2 forks...
11:30:37.602 [Hungry-Philosopher-2; Meals=265]: Waiting for a nice seat...
11:30:37.609 [Hungry-Philosopher-4; Meals=255]: Stand up from seat (Chair-2)
11:30:37.609 [Hungry-Philosopher-5; Meals=257]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.628 [Hungry-Philosopher-1; Meals=260]: Found a nice seat (Chair-2)
11:30:37.628 [Hungry-Philosopher-4; Meals=255]: Mediating for 5 ms
11:30:37.628 [Hungry-Philosopher-5; Meals=258]: Eating for 1 ms
11:30:37.635 [Hungry-Philosopher-1; Meals=260]: Waiting for 2 forks...
11:30:37.637 [Hungry-Philosopher-5; Meals=258]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.641 [Hungry-Philosopher-4; Meals=255]: Sleeping for 10 ms
11:30:37.644 [Hungry-Philosopher-1; Meals=260]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.644 [Hungry-Philosopher-5; Meals=258]: Stand up from seat (Chair-1)
11:30:37.651 [Hungry-Philosopher-1; Meals=261]: Eating for 1 ms
11:30:37.653 [Hungry-Philosopher-5; Meals=258]: Mediating for 5 ms
11:30:37.654 [Hungry-Philosopher-3; Meals=264]: Found a nice seat (Chair-1)
11:30:37.660 [Hungry-Philosopher-4; Meals=255]: Waiting for a nice seat...
11:30:37.661 [Hungry-Philosopher-1; Meals=261]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.661 [Hungry-Philosopher-3; Meals=264]: Waiting for 2 forks...
11:30:37.666 [Hungry-Philosopher-5; Meals=258]: Sleeping for 10 ms
11:30:37.670 [Hungry-Philosopher-1; Meals=261]: Stand up from seat (Chair-2)
11:30:37.670 [Hungry-Philosopher-3; Meals=264]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.676 [Hungry-Philosopher-3; Meals=265]: Eating for 1 ms
11:30:37.678 [Hungry-Philosopher-1; Meals=261]: Mediating for 5 ms
11:30:37.679 [Hungry-Philosopher-2; Meals=265]: Found a nice seat (Chair-2)
11:30:37.686 [Hungry-Philosopher-3; Meals=265]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.686 [Hungry-Philosopher-5; Meals=258]: Waiting for a nice seat...
11:30:37.688 [Hungry-Philosopher-2; Meals=265]: Waiting for 2 forks...
11:30:37.690 [Hungry-Philosopher-1; Meals=261]: Sleeping for 10 ms
11:30:37.695 [Hungry-Philosopher-3; Meals=265]: Stand up from seat (Chair-1)
11:30:37.698 [Hungry-Philosopher-2; Meals=265]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.704 [Hungry-Philosopher-3; Meals=265]: Mediating for 5 ms
11:30:37.706 [Hungry-Philosopher-2; Meals=266]: Eating for 1 ms
11:30:37.706 [Hungry-Philosopher-4; Meals=255]: Found a nice seat (Chair-1)
11:30:37.709 [Hungry-Philosopher-1; Meals=261]: Waiting for a nice seat...
11:30:37.715 [Hungry-Philosopher-4; Meals=255]: Waiting for 2 forks...
11:30:37.716 [Hungry-Philosopher-2; Meals=266]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.719 [Hungry-Philosopher-3; Meals=265]: Waiting for a nice seat...
11:30:37.725 [Hungry-Philosopher-2; Meals=266]: Stand up from seat (Chair-2)
11:30:37.725 [Hungry-Philosopher-4; Meals=255]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.734 [Hungry-Philosopher-2; Meals=266]: Mediating for 5 ms
11:30:37.734 [Hungry-Philosopher-4; Meals=256]: Eating for 1 ms
11:30:37.735 [Hungry-Philosopher-1; Meals=261]: Found a nice seat (Chair-2)
11:30:37.743 [Hungry-Philosopher-1; Meals=261]: Waiting for 2 forks...
11:30:37.744 [Hungry-Philosopher-4; Meals=256]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.746 [Hungry-Philosopher-2; Meals=266]: Waiting for a nice seat...
11:30:37.752 [Hungry-Philosopher-1; Meals=261]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.752 [Hungry-Philosopher-4; Meals=256]: Stand up from seat (Chair-1)
11:30:37.760 [Hungry-Philosopher-1; Meals=262]: Eating for 1 ms
11:30:37.760 [Hungry-Philosopher-2; Meals=266]: Found a nice seat (Chair-1)
11:30:37.760 [Hungry-Philosopher-4; Meals=256]: Mediating for 5 ms
11:30:37.767 [Hungry-Philosopher-2; Meals=266]: Waiting for 2 forks...
11:30:37.770 [Hungry-Philosopher-1; Meals=262]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.774 [Hungry-Philosopher-4; Meals=256]: Waiting for a nice seat...
11:30:37.778 [Hungry-Philosopher-1; Meals=262]: Stand up from seat (Chair-2)
11:30:37.778 [Hungry-Philosopher-2; Meals=266]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.786 [Hungry-Philosopher-2; Meals=267]: Eating for 1 ms
11:30:37.791 [Hungry-Philosopher-1; Meals=262]: Mediating for 5 ms
11:30:37.792 [Hungry-Philosopher-5; Meals=258]: Found a nice seat (Chair-2)
11:30:37.796 [Hungry-Philosopher-2; Meals=267]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.801 [Hungry-Philosopher-5; Meals=258]: Waiting for 2 forks...
11:30:37.803 [Hungry-Philosopher-1; Meals=262]: Waiting for a nice seat...
11:30:37.804 [Hungry-Philosopher-2; Meals=267]: Stand up from seat (Chair-1)
11:30:37.810 [Hungry-Philosopher-5; Meals=258]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.811 [Hungry-Philosopher-2; Meals=267]: Mediating for 5 ms
11:30:37.811 [Hungry-Philosopher-4; Meals=256]: Found a nice seat (Chair-1)
11:30:37.819 [Hungry-Philosopher-5; Meals=259]: Eating for 1 ms
11:30:37.820 [Hungry-Philosopher-4; Meals=256]: Waiting for 2 forks...
11:30:37.825 [Hungry-Philosopher-2; Meals=267]: Sleeping for 10 ms
11:30:37.828 [Hungry-Philosopher-5; Meals=259]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.834 [Hungry-Philosopher-4; Meals=256]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.834 [Hungry-Philosopher-5; Meals=259]: Stand up from seat (Chair-2)
11:30:37.841 [Hungry-Philosopher-4; Meals=257]: Eating for 1 ms
11:30:37.841 [Hungry-Philosopher-5; Meals=259]: Mediating for 5 ms
11:30:37.842 [Hungry-Philosopher-3; Meals=265]: Found a nice seat (Chair-2)
11:30:37.844 [Hungry-Philosopher-2; Meals=267]: Waiting for a nice seat...
11:30:37.850 [Hungry-Philosopher-3; Meals=265]: Waiting for 2 forks...
11:30:37.850 [Hungry-Philosopher-4; Meals=257]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.854 [Hungry-Philosopher-5; Meals=259]: Waiting for a nice seat...
11:30:37.859 [Hungry-Philosopher-3; Meals=265]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.859 [Hungry-Philosopher-4; Meals=257]: Stand up from seat (Chair-1)
11:30:37.866 [Hungry-Philosopher-3; Meals=266]: Eating for 1 ms
11:30:37.866 [Hungry-Philosopher-4; Meals=257]: Mediating for 5 ms
11:30:37.867 [Hungry-Philosopher-1; Meals=262]: Found a nice seat (Chair-1)
11:30:37.875 [Hungry-Philosopher-1; Meals=262]: Waiting for 2 forks...
11:30:37.876 [Hungry-Philosopher-3; Meals=266]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.878 [Hungry-Philosopher-4; Meals=257]: Waiting for a nice seat...
11:30:37.884 [Hungry-Philosopher-1; Meals=262]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.884 [Hungry-Philosopher-3; Meals=266]: Stand up from seat (Chair-2)
11:30:37.892 [Hungry-Philosopher-1; Meals=263]: Eating for 1 ms
11:30:37.892 [Hungry-Philosopher-3; Meals=266]: Mediating for 5 ms
11:30:37.894 [Hungry-Philosopher-5; Meals=259]: Found a nice seat (Chair-2)
11:30:37.902 [Hungry-Philosopher-1; Meals=263]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.902 [Hungry-Philosopher-5; Meals=259]: Waiting for 2 forks...
11:30:37.904 [Hungry-Philosopher-3; Meals=266]: Waiting for a nice seat...
11:30:37.911 [Hungry-Philosopher-1; Meals=263]: Stand up from seat (Chair-1)
11:30:37.911 [Hungry-Philosopher-5; Meals=259]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.917 [Hungry-Philosopher-5; Meals=260]: Eating for 1 ms
11:30:37.918 [Hungry-Philosopher-1; Meals=263]: Mediating for 5 ms
11:30:37.918 [Hungry-Philosopher-3; Meals=266]: Found a nice seat (Chair-1)
11:30:37.926 [Hungry-Philosopher-3; Meals=266]: Waiting for 2 forks...
11:30:37.927 [Hungry-Philosopher-5; Meals=260]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.930 [Hungry-Philosopher-1; Meals=263]: Waiting for a nice seat...
11:30:37.935 [Hungry-Philosopher-3; Meals=266]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.935 [Hungry-Philosopher-5; Meals=260]: Stand up from seat (Chair-2)
11:30:37.942 [Hungry-Philosopher-3; Meals=267]: Eating for 1 ms
11:30:37.942 [Hungry-Philosopher-5; Meals=260]: Mediating for 5 ms
11:30:37.944 [Hungry-Philosopher-4; Meals=257]: Found a nice seat (Chair-2)
11:30:37.950 [Hungry-Philosopher-3; Meals=267]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:37.953 [Hungry-Philosopher-4; Meals=257]: Waiting for 2 forks...
11:30:37.955 [Hungry-Philosopher-5; Meals=260]: Waiting for a nice seat...
11:30:37.959 [Hungry-Philosopher-3; Meals=267]: Stand up from seat (Chair-1)
11:30:37.962 [Hungry-Philosopher-4; Meals=257]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:37.969 [Hungry-Philosopher-3; Meals=267]: Mediating for 5 ms
11:30:37.970 [Hungry-Philosopher-2; Meals=267]: Found a nice seat (Chair-1)
11:30:37.971 [Hungry-Philosopher-4; Meals=258]: Eating for 1 ms
11:30:37.979 [Hungry-Philosopher-2; Meals=267]: Waiting for 2 forks...
11:30:37.980 [Hungry-Philosopher-4; Meals=258]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:37.983 [Hungry-Philosopher-3; Meals=267]: Sleeping for 10 ms
11:30:37.988 [Hungry-Philosopher-2; Meals=267]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:37.988 [Hungry-Philosopher-4; Meals=258]: Stand up from seat (Chair-2)
11:30:37.997 [Hungry-Philosopher-2; Meals=268]: Eating for 1 ms
11:30:37.997 [Hungry-Philosopher-4; Meals=258]: Mediating for 5 ms
11:30:37.999 [Hungry-Philosopher-5; Meals=260]: Found a nice seat (Chair-2)
11:30:38.003 [Hungry-Philosopher-3; Meals=267]: Waiting for a nice seat...
11:30:38.006 [Hungry-Philosopher-2; Meals=268]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.009 [Hungry-Philosopher-5; Meals=260]: Waiting for 2 forks...
11:30:38.010 [Hungry-Philosopher-4; Meals=258]: Sleeping for 10 ms
11:30:38.017 [Hungry-Philosopher-2; Meals=268]: Stand up from seat (Chair-1)
11:30:38.019 [Hungry-Philosopher-5; Meals=260]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.025 [Hungry-Philosopher-1; Meals=263]: Found a nice seat (Chair-1)
11:30:38.025 [Hungry-Philosopher-2; Meals=268]: Mediating for 5 ms
11:30:38.026 [Hungry-Philosopher-5; Meals=261]: Eating for 1 ms
11:30:38.029 [Hungry-Philosopher-4; Meals=258]: Waiting for a nice seat...
11:30:38.034 [Hungry-Philosopher-1; Meals=263]: Waiting for 2 forks...
11:30:38.036 [Hungry-Philosopher-5; Meals=261]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.039 [Hungry-Philosopher-2; Meals=268]: Waiting for a nice seat...
11:30:38.045 [Hungry-Philosopher-1; Meals=263]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.045 [Hungry-Philosopher-5; Meals=261]: Stand up from seat (Chair-2)
11:30:38.053 [Hungry-Philosopher-1; Meals=264]: Eating for 1 ms
11:30:38.053 [Hungry-Philosopher-5; Meals=261]: Mediating for 5 ms
11:30:38.055 [Hungry-Philosopher-4; Meals=258]: Found a nice seat (Chair-2)
11:30:38.063 [Hungry-Philosopher-1; Meals=264]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.064 [Hungry-Philosopher-4; Meals=258]: Waiting for 2 forks...
11:30:38.067 [Hungry-Philosopher-5; Meals=261]: Sleeping for 10 ms
11:30:38.072 [Hungry-Philosopher-1; Meals=264]: Stand up from seat (Chair-1)
11:30:38.073 [Hungry-Philosopher-4; Meals=258]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.082 [Hungry-Philosopher-1; Meals=264]: Mediating for 5 ms
11:30:38.082 [Hungry-Philosopher-4; Meals=259]: Eating for 1 ms
11:30:38.084 [Hungry-Philosopher-3; Meals=267]: Found a nice seat (Chair-1)
11:30:38.086 [Hungry-Philosopher-5; Meals=261]: Waiting for a nice seat...
11:30:38.094 [Hungry-Philosopher-3; Meals=267]: Waiting for 2 forks...
11:30:38.095 [Hungry-Philosopher-4; Meals=259]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.102 [Hungry-Philosopher-1; Meals=264]: Sleeping for 10 ms
11:30:38.104 [Hungry-Philosopher-3; Meals=267]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.104 [Hungry-Philosopher-4; Meals=259]: Stand up from seat (Chair-2)
11:30:38.114 [Hungry-Philosopher-3; Meals=268]: Eating for 1 ms
11:30:38.114 [Hungry-Philosopher-4; Meals=259]: Mediating for 5 ms
11:30:38.115 [Hungry-Philosopher-5; Meals=261]: Found a nice seat (Chair-2)
11:30:38.122 [Hungry-Philosopher-1; Meals=264]: Waiting for a nice seat...
11:30:38.123 [Hungry-Philosopher-5; Meals=261]: Waiting for 2 forks...
11:30:38.124 [Hungry-Philosopher-3; Meals=268]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.130 [Hungry-Philosopher-4; Meals=259]: Waiting for a nice seat...
11:30:38.133 [Hungry-Philosopher-3; Meals=268]: Stand up from seat (Chair-1)
11:30:38.133 [Hungry-Philosopher-5; Meals=261]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.141 [Hungry-Philosopher-3; Meals=268]: Mediating for 5 ms
11:30:38.141 [Hungry-Philosopher-5; Meals=262]: Eating for 1 ms
11:30:38.142 [Hungry-Philosopher-1; Meals=264]: Found a nice seat (Chair-1)
11:30:38.150 [Hungry-Philosopher-1; Meals=264]: Waiting for 2 forks...
11:30:38.151 [Hungry-Philosopher-5; Meals=262]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.158 [Hungry-Philosopher-3; Meals=268]: Waiting for a nice seat...
11:30:38.165 [Hungry-Philosopher-1; Meals=264]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.165 [Hungry-Philosopher-5; Meals=262]: Stand up from seat (Chair-2)
11:30:38.174 [Hungry-Philosopher-1; Meals=265]: Eating for 1 ms
11:30:38.174 [Hungry-Philosopher-5; Meals=262]: Mediating for 5 ms
11:30:38.175 [Hungry-Philosopher-2; Meals=268]: Found a nice seat (Chair-2)
11:30:38.184 [Hungry-Philosopher-1; Meals=265]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.184 [Hungry-Philosopher-2; Meals=268]: Waiting for 2 forks...
11:30:38.188 [Hungry-Philosopher-5; Meals=262]: Waiting for a nice seat...
11:30:38.194 [Hungry-Philosopher-1; Meals=265]: Stand up from seat (Chair-1)
11:30:38.194 [Hungry-Philosopher-2; Meals=268]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.203 [Hungry-Philosopher-1; Meals=265]: Mediating for 5 ms
11:30:38.203 [Hungry-Philosopher-2; Meals=269]: Eating for 1 ms
11:30:38.204 [Hungry-Philosopher-4; Meals=259]: Found a nice seat (Chair-1)
11:30:38.214 [Hungry-Philosopher-2; Meals=269]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.214 [Hungry-Philosopher-4; Meals=259]: Waiting for 2 forks...
11:30:38.218 [Hungry-Philosopher-1; Meals=265]: Waiting for a nice seat...
11:30:38.224 [Hungry-Philosopher-2; Meals=269]: Stand up from seat (Chair-2)
11:30:38.224 [Hungry-Philosopher-4; Meals=259]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.233 [Hungry-Philosopher-2; Meals=269]: Mediating for 5 ms
11:30:38.234 [Hungry-Philosopher-3; Meals=268]: Found a nice seat (Chair-2)
11:30:38.234 [Hungry-Philosopher-4; Meals=260]: Eating for 1 ms
11:30:38.243 [Hungry-Philosopher-3; Meals=268]: Waiting for 2 forks...
11:30:38.244 [Hungry-Philosopher-4; Meals=260]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.248 [Hungry-Philosopher-2; Meals=269]: Waiting for a nice seat...
11:30:38.253 [Hungry-Philosopher-3; Meals=268]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.253 [Hungry-Philosopher-4; Meals=260]: Stand up from seat (Chair-1)
11:30:38.261 [Hungry-Philosopher-3; Meals=269]: Eating for 1 ms
11:30:38.261 [Hungry-Philosopher-4; Meals=260]: Mediating for 5 ms
11:30:38.263 [Hungry-Philosopher-2; Meals=269]: Found a nice seat (Chair-1)
11:30:38.271 [Hungry-Philosopher-3; Meals=269]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.272 [Hungry-Philosopher-2; Meals=269]: Waiting for 2 forks...
11:30:38.275 [Hungry-Philosopher-4; Meals=260]: Waiting for a nice seat...
11:30:38.280 [Hungry-Philosopher-2; Meals=269]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.280 [Hungry-Philosopher-3; Meals=269]: Stand up from seat (Chair-2)
11:30:38.288 [Hungry-Philosopher-2; Meals=270]: Eating for 1 ms
11:30:38.288 [Hungry-Philosopher-3; Meals=269]: Mediating for 5 ms
11:30:38.290 [Hungry-Philosopher-1; Meals=265]: Found a nice seat (Chair-2)
11:30:38.298 [Hungry-Philosopher-2; Meals=270]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.300 [Hungry-Philosopher-1; Meals=265]: Waiting for 2 forks...
11:30:38.302 [Hungry-Philosopher-3; Meals=269]: Waiting for a nice seat...
11:30:38.307 [Hungry-Philosopher-2; Meals=270]: Stand up from seat (Chair-1)
11:30:38.309 [Hungry-Philosopher-1; Meals=265]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.316 [Hungry-Philosopher-2; Meals=270]: Mediating for 5 ms
11:30:38.316 [Hungry-Philosopher-5; Meals=262]: Found a nice seat (Chair-1)
11:30:38.320 [Hungry-Philosopher-1; Meals=266]: Eating for 1 ms
11:30:38.326 [Hungry-Philosopher-5; Meals=262]: Waiting for 2 forks...
11:30:38.330 [Hungry-Philosopher-1; Meals=266]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.331 [Hungry-Philosopher-2; Meals=270]: Sleeping for 10 ms
11:30:38.339 [Hungry-Philosopher-1; Meals=266]: Stand up from seat (Chair-2)
11:30:38.339 [Hungry-Philosopher-5; Meals=262]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.348 [Hungry-Philosopher-1; Meals=266]: Mediating for 5 ms
11:30:38.348 [Hungry-Philosopher-5; Meals=263]: Eating for 1 ms
11:30:38.350 [Hungry-Philosopher-2; Meals=270]: Waiting for a nice seat...
11:30:38.350 [Hungry-Philosopher-4; Meals=260]: Found a nice seat (Chair-2)
11:30:38.357 [Hungry-Philosopher-5; Meals=263]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.362 [Hungry-Philosopher-1; Meals=266]: Waiting for a nice seat...
11:30:38.363 [Hungry-Philosopher-4; Meals=260]: Waiting for 2 forks...
11:30:38.365 [Hungry-Philosopher-5; Meals=263]: Stand up from seat (Chair-1)
11:30:38.371 [Hungry-Philosopher-4; Meals=260]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.374 [Hungry-Philosopher-5; Meals=263]: Mediating for 5 ms
11:30:38.375 [Hungry-Philosopher-2; Meals=270]: Found a nice seat (Chair-1)
11:30:38.381 [Hungry-Philosopher-4; Meals=261]: Eating for 1 ms
11:30:38.383 [Hungry-Philosopher-2; Meals=270]: Waiting for 2 forks...
11:30:38.388 [Hungry-Philosopher-5; Meals=263]: Waiting for a nice seat...
11:30:38.391 [Hungry-Philosopher-4; Meals=261]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.400 [Hungry-Philosopher-2; Meals=270]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.400 [Hungry-Philosopher-4; Meals=261]: Stand up from seat (Chair-2)
11:30:38.407 [Hungry-Philosopher-2; Meals=271]: Eating for 1 ms
11:30:38.407 [Hungry-Philosopher-4; Meals=261]: Mediating for 5 ms
11:30:38.408 [Hungry-Philosopher-5; Meals=263]: Found a nice seat (Chair-2)
11:30:38.415 [Hungry-Philosopher-2; Meals=271]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.417 [Hungry-Philosopher-5; Meals=263]: Waiting for 2 forks...
11:30:38.421 [Hungry-Philosopher-4; Meals=261]: Sleeping for 10 ms
11:30:38.422 [Hungry-Philosopher-2; Meals=271]: Stand up from seat (Chair-1)
11:30:38.423 [Hungry-Philosopher-5; Meals=263]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.431 [Hungry-Philosopher-2; Meals=271]: Mediating for 5 ms
11:30:38.431 [Hungry-Philosopher-5; Meals=264]: Eating for 1 ms
11:30:38.432 [Hungry-Philosopher-1; Meals=266]: Found a nice seat (Chair-1)
11:30:38.438 [Hungry-Philosopher-1; Meals=266]: Waiting for 2 forks...
11:30:38.439 [Hungry-Philosopher-4; Meals=261]: Waiting for a nice seat...
11:30:38.440 [Hungry-Philosopher-5; Meals=264]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.444 [Hungry-Philosopher-2; Meals=271]: Waiting for a nice seat...
11:30:38.449 [Hungry-Philosopher-1; Meals=266]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.449 [Hungry-Philosopher-5; Meals=264]: Stand up from seat (Chair-2)
11:30:38.457 [Hungry-Philosopher-1; Meals=267]: Eating for 1 ms
11:30:38.460 [Hungry-Philosopher-5; Meals=264]: Mediating for 5 ms
11:30:38.461 [Hungry-Philosopher-4; Meals=261]: Found a nice seat (Chair-2)
11:30:38.467 [Hungry-Philosopher-1; Meals=267]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.472 [Hungry-Philosopher-4; Meals=261]: Waiting for 2 forks...
11:30:38.476 [Hungry-Philosopher-1; Meals=267]: Stand up from seat (Chair-1)
11:30:38.476 [Hungry-Philosopher-5; Meals=264]: Sleeping for 10 ms
11:30:38.481 [Hungry-Philosopher-4; Meals=261]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.482 [Hungry-Philosopher-1; Meals=267]: Mediating for 5 ms
11:30:38.485 [Hungry-Philosopher-2; Meals=271]: Found a nice seat (Chair-1)
11:30:38.491 [Hungry-Philosopher-4; Meals=262]: Eating for 1 ms
11:30:38.492 [Hungry-Philosopher-2; Meals=271]: Waiting for 2 forks...
11:30:38.494 [Hungry-Philosopher-5; Meals=264]: Waiting for a nice seat...
11:30:38.496 [Hungry-Philosopher-1; Meals=267]: Sleeping for 10 ms
11:30:38.501 [Hungry-Philosopher-4; Meals=262]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.509 [Hungry-Philosopher-2; Meals=271]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.509 [Hungry-Philosopher-4; Meals=262]: Stand up from seat (Chair-2)
11:30:38.515 [Hungry-Philosopher-1; Meals=267]: Waiting for a nice seat...
11:30:38.518 [Hungry-Philosopher-2; Meals=272]: Eating for 1 ms
11:30:38.518 [Hungry-Philosopher-3; Meals=269]: Found a nice seat (Chair-2)
11:30:38.518 [Hungry-Philosopher-4; Meals=262]: Mediating for 5 ms
11:30:38.527 [Hungry-Philosopher-2; Meals=272]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.527 [Hungry-Philosopher-3; Meals=269]: Waiting for 2 forks...
11:30:38.531 [Hungry-Philosopher-4; Meals=262]: Waiting for a nice seat...
11:30:38.537 [Hungry-Philosopher-2; Meals=272]: Stand up from seat (Chair-1)
11:30:38.537 [Hungry-Philosopher-3; Meals=269]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:38.543 [Hungry-Philosopher-2; Meals=272]: Mediating for 5 ms
11:30:38.543 [Hungry-Philosopher-3; Meals=270]: Eating for 1 ms
11:30:38.545 [Hungry-Philosopher-4; Meals=262]: Found a nice seat (Chair-1)
11:30:38.553 [Hungry-Philosopher-3; Meals=270]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:38.553 [Hungry-Philosopher-4; Meals=262]: Waiting for 2 forks...
11:30:38.555 [Hungry-Philosopher-2; Meals=272]: Waiting for a nice seat...
11:30:38.561 [Hungry-Philosopher-3; Meals=270]: Stand up from seat (Chair-2)
11:30:38.561 [Hungry-Philosopher-4; Meals=262]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:38.570 [Hungry-Philosopher-1; Meals=267]: Found a nice seat (Chair-2)
11:30:38.570 [Hungry-Philosopher-3; Meals=270]: Mediating for 5 ms
11:30:38.570 [Hungry-Philosopher-4; Meals=263]: Eating for 1 ms
11:30:38.578 [Hungry-Philosopher-4; Meals=263]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:38.579 [Hungry-Philosopher-1; Meals=267]: Waiting for 2 forks...
11:30:38.584 [Hungry-Philosopher-3; Meals=270]: Sleeping for 10 ms
11:30:38.584 [Hungry-Philosopher-4; Meals=263]: Stand up from seat (Chair-1)
