18:37:19.204 [Philosopher-4; Meals=0]: I'm alive!
18:37:51.315 [Philosopher-1; Meals=177]: Found a nice seat (Chair-5)
18:37:51.317 [Philosopher-3; Meals=176]: Picked up fork (Fork-2 from Chair-2)
18:37:51.321 [Philosopher-4; Meals=177]: Mediating for 5 ms
18:37:51.323 [Philosopher-5; Meals=181]: Stand up from seat (Chair-3)
18:37:51.324 [Philosopher-2; Meals=177]: Picked up fork (Fork-4 from Chair-4)
18:37:51.326 [Philosopher-1; Meals=177]: Waiting for 2 forks...
18:37:51.329 [Philosopher-3; Meals=176]: Picked up fork (Fork-1 from Chair-1)
18:37:51.332 [Philosopher-5; Meals=181]: Mediating for 5 ms
18:37:51.335 [Philosopher-2; Meals=177]: Picked up fork (Fork-3 from Chair-3)
18:37:51.335 [Philosopher-4; Meals=177]: Sleeping for 10 ms
18:37:51.337 [Philosopher-1; Meals=177]: Picked up fork (Fork-5 from Chair-5)
18:37:51.340 [Philosopher-3; Meals=176]: Found 2 forks! :D
18:37:51.345 [Philosopher-2; Meals=177]: Found 2 forks! :D
18:37:51.346 [Philosopher-5; Meals=181]: Waiting for a nice seat...
18:37:51.347 [Philosopher-1; Meals=177]: Release my fork (Fork-5 from Chair-5)
18:37:51.348 [Philosopher-3; Meals=177]: Eating for 1 ms
18:37:51.355 [Philosopher-4; Meals=177]: Waiting for a nice seat...
18:37:51.356 [Philosopher-2; Meals=178]: Eating for 1 ms
18:37:51.356 [Philosopher-5; Meals=181]: Found a nice seat (Chair-1)
18:37:51.361 [Philosopher-1; Meals=177]: Picked up fork (Fork-5 from Chair-5)
18:37:51.361 [Philosopher-3; Meals=177]: Release my fork (Fork-1 from Chair-1)
18:37:51.364 [Philosopher-4; Meals=177]: Found a nice seat (Chair-3)
18:37:51.367 [Philosopher-5; Meals=181]: Waiting for 2 forks...
18:37:51.368 [Philosopher-2; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.371 [Philosopher-3; Meals=177]: Release my fork (Fork-2 from Chair-2)
18:37:51.372 [Philosopher-1; Meals=177]: Release my fork (Fork-5 from Chair-5)
18:37:51.375 [Philosopher-4; Meals=177]: Waiting for 2 forks...
18:37:51.379 [Philosopher-2; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.379 [Philosopher-5; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.381 [Philosopher-3; Meals=177]: Stand up from seat (Chair-2)
18:37:51.383 [Philosopher-1; Meals=177]: Picked up fork (Fork-5 from Chair-5)
18:37:51.385 [Philosopher-4; Meals=177]: Picked up fork (Fork-2 from Chair-2)
18:37:51.390 [Philosopher-2; Meals=178]: Stand up from seat (Chair-4)
18:37:51.390 [Philosopher-3; Meals=177]: Mediating for 5 ms
18:37:51.390 [Philosopher-5; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:51.393 [Philosopher-1; Meals=177]: Picked up fork (Fork-4 from Chair-4)
18:37:51.397 [Philosopher-4; Meals=177]: Picked up fork (Fork-3 from Chair-3)
18:37:51.398 [Philosopher-2; Meals=178]: Mediating for 5 ms
18:37:51.402 [Philosopher-5; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.405 [Philosopher-1; Meals=177]: Found 2 forks! :D
18:37:51.406 [Philosopher-3; Meals=177]: Sleeping for 10 ms
18:37:51.406 [Philosopher-4; Meals=177]: Found 2 forks! :D
18:37:51.411 [Philosopher-2; Meals=178]: Waiting for a nice seat...
18:37:51.412 [Philosopher-5; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:51.415 [Philosopher-1; Meals=178]: Eating for 1 ms
18:37:51.416 [Philosopher-4; Meals=178]: Eating for 1 ms
18:37:51.422 [Philosopher-2; Meals=178]: Found a nice seat (Chair-2)
18:37:51.423 [Philosopher-5; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.426 [Philosopher-1; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.427 [Philosopher-3; Meals=177]: Waiting for a nice seat...
18:37:51.428 [Philosopher-4; Meals=178]: Release my fork (Fork-2 from Chair-2)
18:37:51.432 [Philosopher-2; Meals=178]: Waiting for 2 forks...
18:37:51.432 [Philosopher-5; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:51.436 [Philosopher-1; Meals=178]: Release my fork (Fork-5 from Chair-5)
18:37:51.438 [Philosopher-3; Meals=177]: Found a nice seat (Chair-4)
18:37:51.438 [Philosopher-4; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.442 [Philosopher-2; Meals=178]: Picked up fork (Fork-2 from Chair-2)
18:37:51.445 [Philosopher-5; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.446 [Philosopher-1; Meals=178]: Stand up from seat (Chair-5)
18:37:51.446 [Philosopher-4; Meals=178]: Stand up from seat (Chair-3)
18:37:51.449 [Philosopher-3; Meals=177]: Waiting for 2 forks...
18:37:51.450 [Philosopher-2; Meals=178]: Release my fork (Fork-2 from Chair-2)
18:37:51.456 [Philosopher-1; Meals=178]: Mediating for 5 ms
18:37:51.456 [Philosopher-5; Meals=181]: Picked up fork (Fork-5 from Chair-5)
18:37:51.457 [Philosopher-4; Meals=178]: Mediating for 5 ms
18:37:51.460 [Philosopher-3; Meals=177]: Picked up fork (Fork-4 from Chair-4)
18:37:51.461 [Philosopher-2; Meals=178]: Picked up fork (Fork-2 from Chair-2)
18:37:51.467 [Philosopher-5; Meals=181]: Found 2 forks! :D
18:37:51.474 [Philosopher-1; Meals=178]: Waiting for a nice seat...
18:37:51.474 [Philosopher-4; Meals=178]: Waiting for a nice seat...
18:37:51.477 [Philosopher-3; Meals=177]: Picked up fork (Fork-3 from Chair-3)
18:37:51.478 [Philosopher-2; Meals=178]: Release my fork (Fork-2 from Chair-2)
18:37:51.487 [Philosopher-1; Meals=178]: Found a nice seat (Chair-3)
18:37:51.487 [Philosopher-5; Meals=182]: Eating for 1 ms
18:37:51.489 [Philosopher-3; Meals=177]: Found 2 forks! :D
18:37:51.489 [Philosopher-4; Meals=178]: Found a nice seat (Chair-5)
18:37:51.496 [Philosopher-1; Meals=178]: Waiting for 2 forks...
18:37:51.497 [Philosopher-2; Meals=178]: Picked up fork (Fork-2 from Chair-2)
18:37:51.498 [Philosopher-3; Meals=178]: Eating for 1 ms
18:37:51.499 [Philosopher-5; Meals=182]: Release my fork (Fork-1 from Chair-1)
18:37:51.500 [Philosopher-4; Meals=178]: Waiting for 2 forks...
18:37:51.508 [Philosopher-2; Meals=178]: Release my fork (Fork-2 from Chair-2)
18:37:51.510 [Philosopher-5; Meals=182]: Release my fork (Fork-5 from Chair-5)
18:37:51.511 [Philosopher-3; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.520 [Philosopher-5; Meals=182]: Stand up from seat (Chair-1)
18:37:51.521 [Philosopher-2; Meals=178]: Picked up fork (Fork-2 from Chair-2)
18:37:51.521 [Philosopher-3; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.523 [Philosopher-4; Meals=178]: Picked up fork (Fork-5 from Chair-5)
18:37:51.531 [Philosopher-2; Meals=178]: Picked up fork (Fork-1 from Chair-1)
18:37:51.531 [Philosopher-3; Meals=178]: Stand up from seat (Chair-4)
18:37:51.531 [Philosopher-5; Meals=182]: Mediating for 5 ms
18:37:51.533 [Philosopher-1; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.533 [Philosopher-4; Meals=178]: Picked up fork (Fork-4 from Chair-4)
18:37:51.543 [Philosopher-3; Meals=178]: Mediating for 5 ms
18:37:51.544 [Philosopher-4; Meals=178]: Found 2 forks! :D
18:37:51.547 [Philosopher-1; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.547 [Philosopher-2; Meals=178]: Found 2 forks! :D
18:37:51.547 [Philosopher-5; Meals=182]: Waiting for a nice seat...
18:37:51.555 [Philosopher-4; Meals=179]: Eating for 1 ms
18:37:51.558 [Philosopher-2; Meals=179]: Eating for 1 ms
18:37:51.558 [Philosopher-5; Meals=182]: Found a nice seat (Chair-1)
18:37:51.559 [Philosopher-3; Meals=178]: Waiting for a nice seat...
18:37:51.560 [Philosopher-1; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.567 [Philosopher-4; Meals=179]: Release my fork (Fork-4 from Chair-4)
18:37:51.569 [Philosopher-5; Meals=182]: Waiting for 2 forks...
18:37:51.570 [Philosopher-2; Meals=179]: Release my fork (Fork-1 from Chair-1)
18:37:51.570 [Philosopher-3; Meals=178]: Found a nice seat (Chair-4)
18:37:51.571 [Philosopher-1; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.578 [Philosopher-4; Meals=179]: Release my fork (Fork-5 from Chair-5)
18:37:51.580 [Philosopher-3; Meals=178]: Waiting for 2 forks...
18:37:51.581 [Philosopher-1; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.581 [Philosopher-2; Meals=179]: Release my fork (Fork-2 from Chair-2)
18:37:51.581 [Philosopher-5; Meals=182]: Picked up fork (Fork-1 from Chair-1)
18:37:51.589 [Philosopher-3; Meals=178]: Picked up fork (Fork-4 from Chair-4)
18:37:51.589 [Philosopher-4; Meals=179]: Stand up from seat (Chair-5)
18:37:51.590 [Philosopher-2; Meals=179]: Stand up from seat (Chair-2)
18:37:51.592 [Philosopher-1; Meals=178]: Picked up fork (Fork-2 from Chair-2)
18:37:51.592 [Philosopher-5; Meals=182]: Picked up fork (Fork-5 from Chair-5)
18:37:51.598 [Philosopher-2; Meals=179]: Mediating for 5 ms
18:37:51.598 [Philosopher-3; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.599 [Philosopher-4; Meals=179]: Mediating for 5 ms
18:37:51.603 [Philosopher-1; Meals=178]: Found 2 forks! :D
18:37:51.604 [Philosopher-5; Meals=182]: Found 2 forks! :D
18:37:51.609 [Philosopher-3; Meals=178]: Picked up fork (Fork-4 from Chair-4)
18:37:51.613 [Philosopher-5; Meals=183]: Eating for 1 ms
18:37:51.614 [Philosopher-1; Meals=179]: Eating for 1 ms
18:37:51.614 [Philosopher-2; Meals=179]: Waiting for a nice seat...
18:37:51.614 [Philosopher-4; Meals=179]: Waiting for a nice seat...
18:37:51.619 [Philosopher-3; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.624 [Philosopher-1; Meals=179]: Release my fork (Fork-2 from Chair-2)
18:37:51.625 [Philosopher-2; Meals=179]: Found a nice seat (Chair-2)
18:37:51.625 [Philosopher-4; Meals=179]: Found a nice seat (Chair-5)
18:37:51.625 [Philosopher-5; Meals=183]: Release my fork (Fork-1 from Chair-1)
18:37:51.631 [Philosopher-3; Meals=178]: Picked up fork (Fork-4 from Chair-4)
18:37:51.634 [Philosopher-1; Meals=179]: Release my fork (Fork-3 from Chair-3)
18:37:51.634 [Philosopher-2; Meals=179]: Waiting for 2 forks...
18:37:51.634 [Philosopher-4; Meals=179]: Waiting for 2 forks...
18:37:51.636 [Philosopher-5; Meals=183]: Release my fork (Fork-5 from Chair-5)
18:37:51.642 [Philosopher-3; Meals=178]: Release my fork (Fork-4 from Chair-4)
18:37:51.644 [Philosopher-5; Meals=183]: Stand up from seat (Chair-1)
18:37:51.645 [Philosopher-1; Meals=179]: Stand up from seat (Chair-3)
18:37:51.645 [Philosopher-2; Meals=179]: Picked up fork (Fork-2 from Chair-2)
18:37:51.646 [Philosopher-4; Meals=179]: Picked up fork (Fork-5 from Chair-5)
18:37:51.655 [Philosopher-3; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.655 [Philosopher-4; Meals=179]: Picked up fork (Fork-4 from Chair-4)
18:37:51.656 [Philosopher-1; Meals=179]: Mediating for 5 ms
18:37:51.656 [Philosopher-2; Meals=179]: Picked up fork (Fork-1 from Chair-1)
18:37:51.656 [Philosopher-5; Meals=183]: Mediating for 5 ms
18:37:51.665 [Philosopher-3; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.666 [Philosopher-2; Meals=179]: Found 2 forks! :D
18:37:51.666 [Philosopher-4; Meals=179]: Found 2 forks! :D
18:37:51.671 [Philosopher-1; Meals=179]: Waiting for a nice seat...
18:37:51.672 [Philosopher-5; Meals=183]: Sleeping for 10 ms
18:37:51.676 [Philosopher-4; Meals=180]: Eating for 1 ms
18:37:51.677 [Philosopher-2; Meals=180]: Eating for 1 ms
18:37:51.680 [Philosopher-3; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.681 [Philosopher-1; Meals=179]: Found a nice seat (Chair-1)
18:37:51.686 [Philosopher-4; Meals=180]: Release my fork (Fork-4 from Chair-4)
18:37:51.687 [Philosopher-2; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:51.691 [Philosopher-3; Meals=178]: Release my fork (Fork-3 from Chair-3)
18:37:51.692 [Philosopher-1; Meals=179]: Waiting for 2 forks...
18:37:51.692 [Philosopher-5; Meals=183]: Waiting for a nice seat...
18:37:51.697 [Philosopher-2; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:51.697 [Philosopher-4; Meals=180]: Release my fork (Fork-5 from Chair-5)
18:37:51.702 [Philosopher-1; Meals=179]: Picked up fork (Fork-1 from Chair-1)
18:37:51.702 [Philosopher-5; Meals=183]: Found a nice seat (Chair-3)
18:37:51.705 [Philosopher-3; Meals=178]: Picked up fork (Fork-4 from Chair-4)
18:37:51.708 [Philosopher-2; Meals=180]: Stand up from seat (Chair-2)
18:37:51.708 [Philosopher-4; Meals=180]: Stand up from seat (Chair-5)
18:37:51.713 [Philosopher-1; Meals=179]: Picked up fork (Fork-5 from Chair-5)
18:37:51.713 [Philosopher-5; Meals=183]: Waiting for 2 forks...
18:37:51.716 [Philosopher-3; Meals=178]: Picked up fork (Fork-3 from Chair-3)
18:37:51.719 [Philosopher-2; Meals=180]: Mediating for 5 ms
18:37:51.719 [Philosopher-4; Meals=180]: Mediating for 5 ms
18:37:51.722 [Philosopher-1; Meals=179]: Found 2 forks! :D
18:37:51.724 [Philosopher-5; Meals=183]: Picked up fork (Fork-2 from Chair-2)
18:37:51.728 [Philosopher-3; Meals=178]: Found 2 forks! :D
18:37:51.733 [Philosopher-1; Meals=180]: Eating for 1 ms
18:37:51.734 [Philosopher-5; Meals=183]: Release my fork (Fork-2 from Chair-2)
18:37:51.735 [Philosopher-2; Meals=180]: Sleeping for 10 ms
18:37:51.735 [Philosopher-4; Meals=180]: Sleeping for 10 ms
18:37:51.737 [Philosopher-3; Meals=179]: Eating for 1 ms
18:37:51.744 [Philosopher-1; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:51.748 [Philosopher-3; Meals=179]: Release my fork (Fork-4 from Chair-4)
18:37:51.748 [Philosopher-5; Meals=183]: Picked up fork (Fork-2 from Chair-2)
18:37:51.754 [Philosopher-2; Meals=180]: Waiting for a nice seat...
18:37:51.755 [Philosopher-1; Meals=180]: Release my fork (Fork-5 from Chair-5)
18:37:51.755 [Philosopher-4; Meals=180]: Waiting for a nice seat...
18:37:51.756 [Philosopher-3; Meals=179]: Release my fork (Fork-3 from Chair-3)
18:37:51.757 [Philosopher-5; Meals=183]: Release my fork (Fork-2 from Chair-2)
18:37:51.764 [Philosopher-4; Meals=180]: Found a nice seat (Chair-2)
18:37:51.766 [Philosopher-1; Meals=180]: Stand up from seat (Chair-1)
18:37:51.766 [Philosopher-2; Meals=180]: Found a nice seat (Chair-5)
18:37:51.766 [Philosopher-3; Meals=179]: Stand up from seat (Chair-4)
18:37:51.771 [Philosopher-5; Meals=183]: Picked up fork (Fork-3 from Chair-3)
18:37:51.774 [Philosopher-1; Meals=180]: Mediating for 5 ms
18:37:51.775 [Philosopher-4; Meals=180]: Waiting for 2 forks...
18:37:51.776 [Philosopher-3; Meals=179]: Mediating for 5 ms
18:37:51.777 [Philosopher-2; Meals=180]: Waiting for 2 forks...
18:37:51.781 [Philosopher-5; Meals=183]: Picked up fork (Fork-2 from Chair-2)
18:37:51.786 [Philosopher-2; Meals=180]: Picked up fork (Fork-5 from Chair-5)
18:37:51.786 [Philosopher-4; Meals=180]: Picked up fork (Fork-1 from Chair-1)
18:37:51.790 [Philosopher-1; Meals=180]: Sleeping for 10 ms
18:37:51.790 [Philosopher-5; Meals=183]: Found 2 forks! :D
18:37:51.791 [Philosopher-3; Meals=179]: Waiting for a nice seat...
18:37:51.794 [Philosopher-2; Meals=180]: Picked up fork (Fork-4 from Chair-4)
18:37:51.794 [Philosopher-4; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:51.800 [Philosopher-3; Meals=179]: Found a nice seat (Chair-1)
18:37:51.800 [Philosopher-5; Meals=184]: Eating for 1 ms
18:37:51.804 [Philosopher-2; Meals=180]: Found 2 forks! :D
18:37:51.805 [Philosopher-4; Meals=180]: Picked up fork (Fork-1 from Chair-1)
18:37:51.810 [Philosopher-1; Meals=180]: Waiting for a nice seat...
18:37:51.811 [Philosopher-3; Meals=179]: Waiting for 2 forks...
18:37:51.811 [Philosopher-5; Meals=184]: Release my fork (Fork-2 from Chair-2)
18:37:51.813 [Philosopher-2; Meals=181]: Eating for 1 ms
18:37:51.813 [Philosopher-4; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:51.820 [Philosopher-5; Meals=184]: Release my fork (Fork-3 from Chair-3)
18:37:51.821 [Philosopher-1; Meals=180]: Found a nice seat (Chair-4)
18:37:51.826 [Philosopher-2; Meals=181]: Release my fork (Fork-4 from Chair-4)
18:37:51.827 [Philosopher-4; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:51.828 [Philosopher-1; Meals=180]: Waiting for 2 forks...
18:37:51.828 [Philosopher-3; Meals=179]: Picked up fork (Fork-1 from Chair-1)
18:37:51.830 [Philosopher-5; Meals=184]: Stand up from seat (Chair-3)
18:37:51.836 [Philosopher-2; Meals=181]: Release my fork (Fork-5 from Chair-5)
18:37:51.837 [Philosopher-3; Meals=179]: Release my fork (Fork-1 from Chair-1)
18:37:51.838 [Philosopher-4; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:51.839 [Philosopher-1; Meals=180]: Picked up fork (Fork-4 from Chair-4)
18:37:51.841 [Philosopher-5; Meals=184]: Mediating for 5 ms
18:37:51.847 [Philosopher-2; Meals=181]: Stand up from seat (Chair-5)
18:37:51.847 [Philosopher-3; Meals=179]: Picked up fork (Fork-1 from Chair-1)
18:37:51.850 [Philosopher-1; Meals=180]: Picked up fork (Fork-3 from Chair-3)
18:37:51.850 [Philosopher-4; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:51.858 [Philosopher-2; Meals=181]: Mediating for 5 ms
18:37:51.858 [Philosopher-5; Meals=184]: Waiting for a nice seat...
18:37:51.859 [Philosopher-3; Meals=179]: Picked up fork (Fork-5 from Chair-5)
18:37:51.861 [Philosopher-1; Meals=180]: Found 2 forks! :D
18:37:51.861 [Philosopher-4; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:51.870 [Philosopher-3; Meals=179]: Found 2 forks! :D
18:37:51.870 [Philosopher-5; Meals=184]: Found a nice seat (Chair-3)
18:37:51.872 [Philosopher-1; Meals=181]: Eating for 1 ms
18:37:51.874 [Philosopher-2; Meals=181]: Waiting for a nice seat...
18:37:51.875 [Philosopher-4; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:51.882 [Philosopher-3; Meals=180]: Eating for 1 ms
18:37:51.882 [Philosopher-5; Meals=184]: Waiting for 2 forks...
18:37:51.884 [Philosopher-1; Meals=181]: Release my fork (Fork-4 from Chair-4)
18:37:51.885 [Philosopher-2; Meals=181]: Found a nice seat (Chair-5)
18:37:51.885 [Philosopher-4; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:51.895 [Philosopher-1; Meals=181]: Release my fork (Fork-3 from Chair-3)
18:37:51.895 [Philosopher-2; Meals=181]: Waiting for 2 forks...
18:37:51.895 [Philosopher-3; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:51.897 [Philosopher-4; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:51.906 [Philosopher-1; Meals=181]: Stand up from seat (Chair-4)
18:37:51.906 [Philosopher-2; Meals=181]: Picked up fork (Fork-4 from Chair-4)
18:37:51.906 [Philosopher-3; Meals=180]: Release my fork (Fork-5 from Chair-5)
18:37:51.906 [Philosopher-4; Meals=180]: Picked up fork (Fork-1 from Chair-1)
18:37:51.907 [Philosopher-5; Meals=184]: Picked up fork (Fork-3 from Chair-3)
18:37:51.914 [Philosopher-4; Meals=180]: Found 2 forks! :D
18:37:51.915 [Philosopher-1; Meals=181]: Mediating for 5 ms
18:37:51.916 [Philosopher-2; Meals=181]: Release my fork (Fork-4 from Chair-4)
18:37:51.917 [Philosopher-3; Meals=180]: Stand up from seat (Chair-1)
18:37:51.919 [Philosopher-5; Meals=184]: Release my fork (Fork-3 from Chair-3)
18:37:51.925 [Philosopher-3; Meals=180]: Mediating for 5 ms
18:37:51.925 [Philosopher-4; Meals=181]: Eating for 1 ms
18:37:51.930 [Philosopher-2; Meals=181]: Picked up fork (Fork-5 from Chair-5)
18:37:51.931 [Philosopher-1; Meals=181]: Waiting for a nice seat...
18:37:51.932 [Philosopher-5; Meals=184]: Picked up fork (Fork-3 from Chair-3)
18:37:51.934 [Philosopher-4; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:51.938 [Philosopher-3; Meals=180]: Sleeping for 10 ms
18:37:51.941 [Philosopher-1; Meals=181]: Found a nice seat (Chair-1)
18:37:51.941 [Philosopher-2; Meals=181]: Picked up fork (Fork-4 from Chair-4)
18:37:51.943 [Philosopher-5; Meals=184]: Release my fork (Fork-3 from Chair-3)
18:37:51.944 [Philosopher-4; Meals=181]: Release my fork (Fork-2 from Chair-2)
18:37:51.949 [Philosopher-2; Meals=181]: Found 2 forks! :D
18:37:51.953 [Philosopher-1; Meals=181]: Waiting for 2 forks...
18:37:51.953 [Philosopher-5; Meals=184]: Picked up fork (Fork-3 from Chair-3)
18:37:51.954 [Philosopher-4; Meals=181]: Stand up from seat (Chair-2)
18:37:51.959 [Philosopher-3; Meals=180]: Waiting for a nice seat...
18:37:51.960 [Philosopher-2; Meals=182]: Eating for 1 ms
18:37:51.962 [Philosopher-4; Meals=181]: Mediating for 5 ms
18:37:51.962 [Philosopher-5; Meals=184]: Picked up fork (Fork-2 from Chair-2)
18:37:51.963 [Philosopher-1; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.969 [Philosopher-3; Meals=180]: Found a nice seat (Chair-2)
18:37:51.972 [Philosopher-5; Meals=184]: Found 2 forks! :D
18:37:51.973 [Philosopher-1; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:51.973 [Philosopher-2; Meals=182]: Release my fork (Fork-4 from Chair-4)
18:37:51.977 [Philosopher-4; Meals=181]: Waiting for a nice seat...
18:37:51.980 [Philosopher-3; Meals=180]: Waiting for 2 forks...
18:37:51.981 [Philosopher-2; Meals=182]: Release my fork (Fork-5 from Chair-5)
18:37:51.982 [Philosopher-5; Meals=185]: Eating for 1 ms
18:37:51.984 [Philosopher-1; Meals=181]: Picked up fork (Fork-1 from Chair-1)
18:37:51.988 [Philosopher-4; Meals=181]: Found a nice seat (Chair-4)
18:37:51.992 [Philosopher-2; Meals=182]: Stand up from seat (Chair-5)
18:37:51.993 [Philosopher-5; Meals=185]: Release my fork (Fork-2 from Chair-2)
18:37:51.995 [Philosopher-1; Meals=181]: Picked up fork (Fork-5 from Chair-5)
18:37:51.999 [Philosopher-4; Meals=181]: Waiting for 2 forks...
18:37:52.000 [Philosopher-2; Meals=182]: Mediating for 5 ms
18:37:52.002 [Philosopher-3; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:52.002 [Philosopher-5; Meals=185]: Release my fork (Fork-3 from Chair-3)
18:37:52.007 [Philosopher-1; Meals=181]: Found 2 forks! :D
18:37:52.010 [Philosopher-4; Meals=181]: Picked up fork (Fork-4 from Chair-4)
18:37:52.013 [Philosopher-3; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:52.013 [Philosopher-5; Meals=185]: Stand up from seat (Chair-3)
18:37:52.015 [Philosopher-2; Meals=182]: Waiting for a nice seat...
18:37:52.016 [Philosopher-1; Meals=182]: Eating for 1 ms
18:37:52.019 [Philosopher-4; Meals=181]: Picked up fork (Fork-3 from Chair-3)
18:37:52.023 [Philosopher-5; Meals=185]: Mediating for 5 ms
18:37:52.026 [Philosopher-2; Meals=182]: Found a nice seat (Chair-3)
18:37:52.026 [Philosopher-3; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:52.027 [Philosopher-1; Meals=182]: Release my fork (Fork-1 from Chair-1)
18:37:52.030 [Philosopher-4; Meals=181]: Found 2 forks! :D
18:37:52.036 [Philosopher-3; Meals=180]: Release my fork (Fork-2 from Chair-2)
18:37:52.037 [Philosopher-1; Meals=182]: Release my fork (Fork-5 from Chair-5)
18:37:52.037 [Philosopher-2; Meals=182]: Waiting for 2 forks...
18:37:52.038 [Philosopher-5; Meals=185]: Waiting for a nice seat...
18:37:52.041 [Philosopher-4; Meals=182]: Eating for 1 ms
18:37:52.047 [Philosopher-1; Meals=182]: Stand up from seat (Chair-1)
18:37:52.048 [Philosopher-5; Meals=185]: Found a nice seat (Chair-5)
18:37:52.050 [Philosopher-2; Meals=182]: Picked up fork (Fork-2 from Chair-2)
18:37:52.050 [Philosopher-3; Meals=180]: Picked up fork (Fork-1 from Chair-1)
18:37:52.052 [Philosopher-4; Meals=182]: Release my fork (Fork-4 from Chair-4)
18:37:52.056 [Philosopher-1; Meals=182]: Mediating for 5 ms
18:37:52.059 [Philosopher-5; Meals=185]: Waiting for 2 forks...
18:37:52.061 [Philosopher-2; Meals=182]: Release my fork (Fork-2 from Chair-2)
18:37:52.061 [Philosopher-3; Meals=180]: Release my fork (Fork-1 from Chair-1)
18:37:52.063 [Philosopher-4; Meals=182]: Release my fork (Fork-3 from Chair-3)
18:37:52.070 [Philosopher-5; Meals=185]: Picked up fork (Fork-5 from Chair-5)
18:37:52.071 [Philosopher-3; Meals=180]: Picked up fork (Fork-1 from Chair-1)
18:37:52.072 [Philosopher-4; Meals=182]: Stand up from seat (Chair-4)
18:37:52.073 [Philosopher-1; Meals=182]: Waiting for a nice seat...
18:37:52.076 [Philosopher-2; Meals=182]: Picked up fork (Fork-3 from Chair-3)
18:37:52.080 [Philosopher-3; Meals=180]: Picked up fork (Fork-2 from Chair-2)
18:37:52.080 [Philosopher-4; Meals=182]: Mediating for 5 ms
18:37:52.080 [Philosopher-5; Meals=185]: Picked up fork (Fork-4 from Chair-4)
18:37:52.084 [Philosopher-1; Meals=182]: Found a nice seat (Chair-1)
18:37:52.085 [Philosopher-2; Meals=182]: Release my fork (Fork-3 from Chair-3)
18:37:52.092 [Philosopher-3; Meals=180]: Found 2 forks! :D
18:37:52.092 [Philosopher-5; Meals=185]: Found 2 forks! :D
18:37:52.095 [Philosopher-1; Meals=182]: Waiting for 2 forks...
18:37:52.097 [Philosopher-4; Meals=182]: Waiting for a nice seat...
18:37:52.098 [Philosopher-2; Meals=182]: Picked up fork (Fork-3 from Chair-3)
18:37:52.102 [Philosopher-3; Meals=181]: Eating for 1 ms
18:37:52.103 [Philosopher-5; Meals=186]: Eating for 1 ms
18:37:52.108 [Philosopher-2; Meals=182]: Release my fork (Fork-3 from Chair-3)
18:37:52.108 [Philosopher-4; Meals=182]: Found a nice seat (Chair-4)
18:37:52.114 [Philosopher-3; Meals=181]: Release my fork (Fork-1 from Chair-1)
18:37:52.115 [Philosopher-5; Meals=186]: Release my fork (Fork-4 from Chair-4)
18:37:52.118 [Philosopher-4; Meals=182]: Waiting for 2 forks...
